batsmen,bowler,balls,wickets
Robin Uthappa,Amit Singh,9,5
Robin Uthappa,Andrew Tye,9,1
Robin Uthappa,Ankit Rajpoot,5,1
Robin Uthappa,Ankit Sharma,3,1
Robin Uthappa,Anureet Singh,6,1
Robin Uthappa,Axar Patel,55,2
Robin Uthappa,Azhar Mahmood,7,2
Robin Uthappa,B Akhil,11,1
Robin Uthappa,B Geeves,2,1
Robin Uthappa,B Lee,7,1
Robin Uthappa,BA Bhatt,6,1
Robin Uthappa,BAW Mendis,8,1
Robin Uthappa,BE Hendricks,3,1
Robin Uthappa,BJ Hodge,4,1
Robin Uthappa,BW Hilfenhaus,19,1
Robin Uthappa,Barinder Sran,23,2
Robin Uthappa,Basil Thampi,7,2
Robin Uthappa,Ben Cutting,18,1
Robin Uthappa,Ben Laughlin,5,1
Robin Uthappa,Ben Stokes,11,1
Robin Uthappa,Bhuvneshwar Kumar,70,1
Robin Uthappa,Billy Stanlake,1,1
Robin Uthappa,Bipul Sharma,22,1
Robin Uthappa,CK Langeveldt,3,1
Robin Uthappa,Carlos Brathwaite,18,1
Robin Uthappa,Chris Anderson,2,1
Robin Uthappa,Chris Gayle,5,1
Robin Uthappa,Chris Morris,35,3
Robin Uthappa,Corey Anderson,8,1
Robin Uthappa,D Wiese,1,1
Robin Uthappa,DE Bollinger,3,1
Robin Uthappa,DJ Muthuswami,4,1
Robin Uthappa,DJG Sammy,5,1
Robin Uthappa,DL Vettori,17,1
Robin Uthappa,DNT Zoysa,2,1
Robin Uthappa,DP Nannes,7,1
Robin Uthappa,DR Smith,7,1
Robin Uthappa,DW Steyn,47,1
Robin Uthappa,Dan Christian,12,1
Robin Uthappa,Dhawal Kulkarni,41,3
Robin Uthappa,Dwayne Bravo,17,3
Robin Uthappa,FH Edwards,5,3
Robin Uthappa,GD McGrath,6,3
Robin Uthappa,Glenn Maxwell,6,3
Robin Uthappa,Gurkeerat Singh,4,3
Robin Uthappa,Harbhajan Singh,47,2
Robin Uthappa,Hardik Pandya,10,2
Robin Uthappa,Harmeet Singh,20,2
Robin Uthappa,Harmeet Singh (2),6,2
Robin Uthappa,Harshal Patel,26,2
Robin Uthappa,IC Pandey,22,2
Robin Uthappa,IK Pathan,44,1
Robin Uthappa,Imran Tahir,20,1
Robin Uthappa,Iqbal Abdulla,26,3
Robin Uthappa,Ishant Sharma,37,1
Robin Uthappa,J Botha,2,1
Robin Uthappa,J Syed Mohammad,1,1
Robin Uthappa,J Theron,6,1
Robin Uthappa,JA Morkel,32,2
Robin Uthappa,JDP Oram,7,2
Robin Uthappa,JDS Neesham,5,2
Robin Uthappa,JEC Franklin,13,2
Robin Uthappa,JH Kallis,16,2
Robin Uthappa,JO Holder,11,2
Robin Uthappa,JP Duminy,19,2
Robin Uthappa,JP Faulkner,30,2
Robin Uthappa,Jasprit Bumrah,24,1
Robin Uthappa,Jaydev Unadkat,23,2
Robin Uthappa,Jofra Archer,9,2
Robin Uthappa,Joginder Sharma,18,1
Robin Uthappa,KJ Abbott,5,1
Robin Uthappa,KK Cooper,4,1
Robin Uthappa,KM Asif,3,1
Robin Uthappa,KMDN Kulasekara,5,1
Robin Uthappa,KP Appanna,7,1
Robin Uthappa,Kagiso Rabada,8,1
Robin Uthappa,Kamran Khan,4,1
Robin Uthappa,Karanveer Singh,3,1
Robin Uthappa,Karn Sharma,29,3
Robin Uthappa,Kieron Pollard,35,3
Robin Uthappa,Krishnappa Gowtham,14,2
Robin Uthappa,Krunal Pandya,18,1
Robin Uthappa,Kulwant Khejroliya,3,1
Robin Uthappa,L Balaji,45,1
Robin Uthappa,LA Carseldine,5,1
Robin Uthappa,LMP Simmons,7,1
Robin Uthappa,LR Shukla,6,1
Robin Uthappa,Lungi Ngidi,2,1
Robin Uthappa,M Kartik,30,3
Robin Uthappa,M Morkel,35,1
Robin Uthappa,M Muralitharan,44,3
Robin Uthappa,M de Lange,5,1
Robin Uthappa,MA Starc,20,1
Robin Uthappa,MC Henriques,40,1
Robin Uthappa,MF Maharoof,2,1
Robin Uthappa,MM Patel,37,1
Robin Uthappa,MS Gony,36,1
Robin Uthappa,Marcus Stoinis,11,1
Robin Uthappa,Mayank Markande,8,2
Robin Uthappa,Mitchell Johnson,23,2
Robin Uthappa,Mitchell McClenaghan,17,1
Robin Uthappa,Mohammad Hafeez,4,1
Robin Uthappa,Mohammed Shami,22,1
Robin Uthappa,Mohammed Siraj,10,1
Robin Uthappa,Mohit Sharma,44,1
Robin Uthappa,Mujeeb Ur Rahman,6,1
Robin Uthappa,Murugan Ashwin,10,1
Robin Uthappa,Mustafizur Rahman,6,1
Robin Uthappa,NJ Rimmington,1,1
Robin Uthappa,NLTC Perera,11,2
Robin Uthappa,NM Coulter-Nile,20,2
Robin Uthappa,P Amarnath,5,2
Robin Uthappa,P Awana,30,2
Robin Uthappa,P Kumar,49,1
Robin Uthappa,P Sahu,4,1
Robin Uthappa,PJ Cummins,11,1
Robin Uthappa,PP Ojha,42,1
Robin Uthappa,PV Tambe,10,1
Robin Uthappa,Pawan Negi,27,1
Robin Uthappa,Piyush Chawla,39,1
Robin Uthappa,Pradeep Sangwan,17,2
Robin Uthappa,R Bhatia,26,2
Robin Uthappa,R Dhawan,12,1
Robin Uthappa,R McLaren,2,1
Robin Uthappa,R Vinay Kumar,42,1
Robin Uthappa,RG More,16,1
Robin Uthappa,RJ Harris,19,1
Robin Uthappa,RN ten Doeschate,3,1
Robin Uthappa,RP Singh,33,1
Robin Uthappa,RR Powar,4,1
Robin Uthappa,RS Gavaskar,2,1
Robin Uthappa,Rahul Tewatia,12,1
Robin Uthappa,Rahul Tripathi,3,1
Robin Uthappa,Rashid Khan,32,1
Robin Uthappa,Ravichandran Ashwin,67,5
Robin Uthappa,Ravindra Jadeja,52,3
Robin Uthappa,S Aravind,9,3
Robin Uthappa,S Badree,1,1
Robin Uthappa,S Sreesanth,20,1
Robin Uthappa,S Tyagi,4,1
Robin Uthappa,SA Abbott,6,1
Robin Uthappa,SB Jakati,11,1
Robin Uthappa,SB Joshi,6,1
Robin Uthappa,SB Styris,2,1
Robin Uthappa,SC Ganguly,6,1
Robin Uthappa,SJ Srivastava,6,1
Robin Uthappa,SK Trivedi,38,1
Robin Uthappa,SK Warne,23,3
Robin Uthappa,SL Malinga,70,1
Robin Uthappa,SMSM Senanayake,6,1
Robin Uthappa,SR Tendulkar,9,1
Robin Uthappa,ST Jayasuriya,8,1
Robin Uthappa,SW Tait,6,1
Robin Uthappa,Sandeep Sharma,41,1
Robin Uthappa,Shahbaz Nadeem,42,2
Robin Uthappa,Shahid Afridi,10,1
Robin Uthappa,Shakib Al Hasan,21,1
Robin Uthappa,Shane Watson,57,2
Robin Uthappa,Shardul Thakur,11,2
Robin Uthappa,Shikhar Dhawan,2,2
Robin Uthappa,Shoaib Akhtar,2,2
Robin Uthappa,Shreyas Gopal,6,2
Robin Uthappa,Siddarth Kaul,21,2
Robin Uthappa,Sohail Tanvir,3,2
Robin Uthappa,Stuart Binny,23,1
Robin Uthappa,Sunil Narine,6,1
Robin Uthappa,Suresh Raina,14,1
Robin Uthappa,Swapnil Singh,9,1
Robin Uthappa,T Thushara,6,1
Robin Uthappa,TM Dilshan,9,1
Robin Uthappa,TS Mills,2,1
Robin Uthappa,Tim Southee,17,1
Robin Uthappa,Trent Boult,7,1
Robin Uthappa,Umesh Yadav,30,2
Robin Uthappa,VR Aaron,13,1
Robin Uthappa,VRV Singh,3,1
Robin Uthappa,VY Mahesh,12,1
Robin Uthappa,WD Parnell,10,1
Robin Uthappa,Washington Sundar,11,1
Robin Uthappa,Y Venugopal Rao,4,1
Robin Uthappa,YA Abdulla,5,1
Robin Uthappa,Yusuf Pathan,6,1
Robin Uthappa,Yuvraj Singh,17,2
Robin Uthappa,Yuzvendra Chahal,30,1
Robin Uthappa,Z Khan,43,2
Rohit Sharma,A Ashish Reddy,5,0
Rohit Sharma,A Chandila,1,0
Rohit Sharma,A Choudhary,6,0
Rohit Sharma,A Kumble,41,2
Rohit Sharma,A Nehra,41,2
Rohit Sharma,A Zampa,4,1
Rohit Sharma,AA Chavan,10,1
Rohit Sharma,AB Agarkar,30,1
Rohit Sharma,AB Dinda,32,2
Rohit Sharma,AC Thomas,3,2
Rohit Sharma,AC Voges,6,2
Rohit Sharma,AD Mascarenhas,1,1
Rohit Sharma,AD Mathews,15,1
Rohit Sharma,AF Milne,3,1
Rohit Sharma,AG Murtaza,2,1
Rohit Sharma,AL Menaria,10,1
Rohit Sharma,AN Ahmed,5,1
Rohit Sharma,AP Dole,11,1
Rohit Sharma,AS Raut,5,1
Rohit Sharma,Aaron Finch,6,1
Rohit Sharma,Amit Mishra,85,6
Rohit Sharma,Amit Singh,17,6
Rohit Sharma,Anand Rajan,6,6
Rohit Sharma,Andre Russell,42,6
Rohit Sharma,Andrew Tye,12,6
Rohit Sharma,Ankit Rajpoot,12,2
Rohit Sharma,Ankit Sharma,17,2
Rohit Sharma,Ankit Soni,7,2
Rohit Sharma,Anureet Singh,7,2
Rohit Sharma,Axar Patel,29,1
Rohit Sharma,Azhar Mahmood,14,1
Rohit Sharma,B Akhil,6,1
Rohit Sharma,B Lee,22,1
Rohit Sharma,BA Bhatt,11,1
Rohit Sharma,BAW Mendis,11,1
Rohit Sharma,BE Hendricks,1,1
Rohit Sharma,BMAJ Mendis,7,1
Rohit Sharma,BW Hilfenhaus,14,1
Rohit Sharma,Basil Thampi,6,1
Rohit Sharma,Ben Laughlin,10,1
Rohit Sharma,Ben Stokes,9,1
Rohit Sharma,Bhuvneshwar Kumar,21,1
Rohit Sharma,Billy Stanlake,6,1
Rohit Sharma,Bipul Sharma,5,2
Rohit Sharma,CK Langeveldt,1,2
Rohit Sharma,CL White,5,2
Rohit Sharma,CRD Fernando,1,1
Rohit Sharma,Chris Anderson,12,1
Rohit Sharma,Chris Gayle,7,1
Rohit Sharma,Chris Morris,26,2
Rohit Sharma,Chris Woakes,4,2
Rohit Sharma,Colin de Grandhomme,4,2
Rohit Sharma,Corey Anderson,22,1
Rohit Sharma,D Salunkhe,4,1
Rohit Sharma,D Wiese,12,1
Rohit Sharma,DE Bollinger,10,2
Rohit Sharma,DJ Hussey,10,2
Rohit Sharma,DJG Sammy,3,2
Rohit Sharma,DL Vettori,10,1
Rohit Sharma,DP Nannes,23,1
Rohit Sharma,DR Smith,2,1
Rohit Sharma,DW Steyn,48,2
Rohit Sharma,Dan Christian,32,2
Rohit Sharma,Deepak Chahar,9,2
Rohit Sharma,Dhawal Kulkarni,31,4
Rohit Sharma,Dwayne Bravo,70,6
Rohit Sharma,GB Hogg,13,1
Rohit Sharma,Gagandeep Singh,26,1
Rohit Sharma,Glenn Maxwell,4,1
Rohit Sharma,Harbhajan Singh,14,1
Rohit Sharma,Harmeet Singh,3,1
Rohit Sharma,Harshal Patel,19,2
Rohit Sharma,IC Pandey,5,2
Rohit Sharma,IK Pathan,50,2
Rohit Sharma,Imran Tahir,47,1
Rohit Sharma,Iqbal Abdulla,19,1
Rohit Sharma,Ishant Sharma,22,2
Rohit Sharma,J Botha,16,2
Rohit Sharma,J Syed Mohammad,7,1
Rohit Sharma,J Theron,7,1
Rohit Sharma,JA Morkel,22,3
Rohit Sharma,JD Ryder,11,3
Rohit Sharma,JDP Oram,3,3
Rohit Sharma,JE Taylor,3,3
Rohit Sharma,JEC Franklin,3,3
Rohit Sharma,JH Kallis,56,2
Rohit Sharma,JM Kemp,1,2
Rohit Sharma,JP Duminy,15,1
Rohit Sharma,JP Faulkner,19,3
Rohit Sharma,JR Hopes,9,3
Rohit Sharma,JW Hastings,11,3
Rohit Sharma,Jaydev Unadkat,23,3
Rohit Sharma,Jofra Archer,1,1
Rohit Sharma,Joginder Sharma,18,1
Rohit Sharma,KC Cariappa,1,1
Rohit Sharma,KK Cooper,19,1
Rohit Sharma,KP Appanna,11,1
Rohit Sharma,KP Pietersen,8,1
Rohit Sharma,KW Richardson,15,1
Rohit Sharma,Kagiso Rabada,1,1
Rohit Sharma,Karanveer Singh,4,1
Rohit Sharma,Karn Sharma,26,1
Rohit Sharma,Kieron Pollard,19,1
Rohit Sharma,Kuldeep Yadav,22,1
Rohit Sharma,L Balaji,22,2
Rohit Sharma,LH Ferguson,9,2
Rohit Sharma,LR Shukla,2,2
Rohit Sharma,M Kartik,41,2
Rohit Sharma,M Morkel,69,2
Rohit Sharma,M Muralitharan,17,1
Rohit Sharma,M Ntini,1,1
Rohit Sharma,MA Starc,5,1
Rohit Sharma,MC Henriques,26,1
Rohit Sharma,MF Maharoof,14,1
Rohit Sharma,MJ Clarke,4,1
Rohit Sharma,MM Patel,15,1
Rohit Sharma,MR Marsh,4,1
Rohit Sharma,MS Gony,9,1
Rohit Sharma,Marcus Stoinis,5,1
Rohit Sharma,Mashrafe Mortaza,9,1
Rohit Sharma,Mitchell Johnson,18,1
Rohit Sharma,Mohammad Asif,3,1
Rohit Sharma,Mohammad Nabi,4,1
Rohit Sharma,Mohammed Shami,9,1
Rohit Sharma,Mohammed Siraj,12,1
Rohit Sharma,Mohit Sharma,48,1
Rohit Sharma,Mujeeb Ur Rahman,8,1
Rohit Sharma,Murugan Ashwin,8,1
Rohit Sharma,Mustafizur Rahman,2,1
Rohit Sharma,NLTC Perera,21,1
Rohit Sharma,NM Coulter-Nile,14,2
Rohit Sharma,P Awana,24,2
Rohit Sharma,P Kumar,63,1
Rohit Sharma,PJ Cummins,2,1
Rohit Sharma,PP Ojha,13,1
Rohit Sharma,PV Tambe,4,1
Rohit Sharma,Pankaj Singh,4,1
Rohit Sharma,Parvez Rasool,3,1
Rohit Sharma,Pawan Negi,28,1
Rohit Sharma,Piyush Chawla,113,1
Rohit Sharma,Pradeep Sangwan,17,1
Rohit Sharma,Prasidh Krishna,5,1
Rohit Sharma,R Bhatia,63,2
Rohit Sharma,R Dhawan,18,2
Rohit Sharma,R McLaren,7,1
Rohit Sharma,R Rampaul,3,1
Rohit Sharma,R Sathish,5,1
Rohit Sharma,R Vinay Kumar,42,7
Rohit Sharma,RE van der Merwe,30,7
Rohit Sharma,RJ Harris,6,1
Rohit Sharma,RP Singh,4,1
Rohit Sharma,RR Powar,7,1
Rohit Sharma,RR Raje,8,1
Rohit Sharma,Rahul Tewatia,9,1
Rohit Sharma,Rashid Khan,13,1
Rohit Sharma,Ravichandran Ashwin,88,1
Rohit Sharma,Ravindra Jadeja,78,2
Rohit Sharma,Rohit Sharma,19,1
Rohit Sharma,S Aravind,7,1
Rohit Sharma,S Badree,4,1
Rohit Sharma,S Narwal,6,1
Rohit Sharma,S Randiv,11,1
Rohit Sharma,S Sreesanth,7,1
Rohit Sharma,S Tyagi,11,1
Rohit Sharma,SB Jakati,22,1
Rohit Sharma,SC Ganguly,11,1
Rohit Sharma,SE Bond,3,1
Rohit Sharma,SJ Srivastava,7,1
Rohit Sharma,SK Trivedi,39,6
Rohit Sharma,SK Warne,52,3
Rohit Sharma,SL Malinga,16,1
Rohit Sharma,SM Boland,13,1
Rohit Sharma,SM Harwood,4,1
Rohit Sharma,SMSM Senanayake,6,1
Rohit Sharma,ST Jayasuriya,12,1
Rohit Sharma,SW Tait,7,1
Rohit Sharma,Sam Curran,3,1
Rohit Sharma,Sandeep Lamichhane,2,1
Rohit Sharma,Sandeep Sharma,28,2
Rohit Sharma,Shahbaz Nadeem,56,1
Rohit Sharma,Shakib Al Hasan,62,1
Rohit Sharma,Shane Watson,59,2
Rohit Sharma,Shardul Thakur,15,2
Rohit Sharma,Shivam Sharma,3,2
Rohit Sharma,Siddarth Kaul,9,1
Rohit Sharma,Stuart Binny,17,1
Rohit Sharma,Sunil Narine,96,6
Rohit Sharma,Suresh Raina,30,1
Rohit Sharma,T Thushara,3,1
Rohit Sharma,Tim Southee,4,1
Rohit Sharma,Trent Boult,8,1
Rohit Sharma,Umar Gul,9,1
Rohit Sharma,Umesh Yadav,88,3
Rohit Sharma,V Pratap Singh,13,3
Rohit Sharma,VR Aaron,28,1
Rohit Sharma,VRV Singh,12,1
Rohit Sharma,VS Malik,3,1
Rohit Sharma,VY Mahesh,14,1
Rohit Sharma,Virat Kohli,7,1
Rohit Sharma,WA Mota,8,1
Rohit Sharma,WD Parnell,6,1
Rohit Sharma,Washington Sundar,15,1
Rohit Sharma,Y Nagar,5,1
Rohit Sharma,Yusuf Pathan,19,1
Rohit Sharma,Yuvraj Singh,44,1
Rohit Sharma,Yuzvendra Chahal,27,1
Rohit Sharma,Z Khan,35,1
S Anirudha,A Symonds,1,0
S Anirudha,AC Thomas,4,0
S Anirudha,Bhuvneshwar Kumar,2,1
S Anirudha,Harbhajan Singh,4,1
S Anirudha,Harmeet Singh,4,1
S Anirudha,Iqbal Abdulla,11,1
S Anirudha,JE Taylor,3,1
S Anirudha,JH Kallis,8,1
S Anirudha,Kieron Pollard,6,1
S Anirudha,L Balaji,8,1
S Anirudha,P Kumar,1,1
S Anirudha,PP Ojha,3,1
S Anirudha,Pankaj Singh,2,1
S Anirudha,R Bhatia,10,1
S Anirudha,RJ Harris,7,1
S Anirudha,RP Singh,11,1
S Anirudha,S Ladda,10,1
S Anirudha,SL Malinga,6,1
S Anirudha,SW Tait,3,1
S Anirudha,Shakib Al Hasan,2,1
S Anirudha,Shane Watson,3,1
S Anirudha,Sunil Narine,3,1
S Anirudha,Yusuf Pathan,9,1
S Aravind,A Nehra,1,1
S Aravind,Amit Singh,5,1
S Aravind,Andrew Tye,7,1
S Aravind,Basil Thampi,2,1
S Aravind,Ben Stokes,3,1
S Aravind,Bhuvneshwar Kumar,1,1
S Aravind,Chris Woakes,3,1
S Aravind,Colin de Grandhomme,1,1
S Aravind,Dan Christian,8,1
S Aravind,Dwayne Bravo,1,1
S Aravind,GB Hogg,2,1
S Aravind,Glenn Maxwell,5,1
S Aravind,Imran Tahir,1,1
S Aravind,JP Faulkner,5,1
S Aravind,Jaydev Unadkat,4,1
S Aravind,LH Ferguson,1,1
S Aravind,Pankaj Singh,1,1
S Aravind,RJ Harris,1,1
S Aravind,Ravindra Jadeja,2,1
S Aravind,SJ Srivastava,4,1
S Aravind,VR Aaron,1,1
S Badree,Ankit Soni,1,0
S Badree,Axar Patel,1,1
S Badree,Chris Woakes,3,1
S Badree,Glenn Maxwell,5,1
S Badree,Imran Tahir,2,1
S Badree,Jaydev Unadkat,7,1
S Badree,Mohit Sharma,2,1
S Badree,Ravindra Jadeja,2,1
S Badree,VR Aaron,2,1
S Badrinath,A Kumble,10,2
S Badrinath,A Mithun,5,1
S Badrinath,A Nehra,22,1
S Badrinath,A Symonds,10,1
S Badrinath,AB Agarkar,7,1
S Badrinath,AB Dinda,8,1
S Badrinath,AB McDonald,2,1
S Badrinath,AC Thomas,6,1
S Badrinath,AC Voges,4,1
S Badrinath,AD Mascarenhas,5,1
S Badrinath,AD Mathews,8,1
S Badrinath,AL Menaria,6,1
S Badrinath,AM Nayar,23,1
S Badrinath,AM Salvi,3,1
S Badrinath,AN Ahmed,4,1
S Badrinath,Aaron Finch,4,1
S Badrinath,Amit Mishra,22,1
S Badrinath,Amit Singh,13,1
S Badrinath,Ankit Sharma,2,1
S Badrinath,Azhar Mahmood,2,1
S Badrinath,B Akhil,3,1
S Badrinath,B Lee,5,1
S Badrinath,BA Bhatt,18,1
S Badrinath,BJ Hodge,7,1
S Badrinath,Bhuvneshwar Kumar,16,1
S Badrinath,Bipul Sharma,1,1
S Badrinath,CRD Fernando,2,1
S Badrinath,DJ Harris,3,1
S Badrinath,DL Vettori,9,2
S Badrinath,DP Nannes,10,2
S Badrinath,DR Smith,6,2
S Badrinath,DW Steyn,4,2
S Badrinath,Dan Christian,13,1
S Badrinath,Dhawal Kulkarni,25,1
S Badrinath,Dwayne Bravo,24,1
S Badrinath,FH Edwards,4,1
S Badrinath,GB Hogg,5,1
S Badrinath,Harbhajan Singh,37,1
S Badrinath,Harmeet Singh,15,1
S Badrinath,IK Pathan,25,1
S Badrinath,Iqbal Abdulla,6,1
S Badrinath,Ishant Sharma,6,1
S Badrinath,J Syed Mohammad,8,1
S Badrinath,J Theron,9,1
S Badrinath,JD Ryder,8,1
S Badrinath,JE Taylor,10,1
S Badrinath,JH Kallis,14,1
S Badrinath,JJ van der Wath,3,1
S Badrinath,JP Duminy,6,1
S Badrinath,JR Hopes,20,1
S Badrinath,Jaydev Unadkat,1,1
S Badrinath,KK Cooper,4,1
S Badrinath,KP Pietersen,3,1
S Badrinath,KW Richardson,2,1
S Badrinath,Kamran Khan,4,1
S Badrinath,Kieron Pollard,49,2
S Badrinath,L Balaji,14,1
S Badrinath,LJ Wright,2,1
S Badrinath,LR Shukla,7,1
S Badrinath,M Kartik,47,1
S Badrinath,M Morkel,13,1
S Badrinath,MA Khote,1,1
S Badrinath,MM Patel,25,1
S Badrinath,MN Samuels,8,1
S Badrinath,MR Marsh,7,1
S Badrinath,MS Gony,4,1
S Badrinath,Mitchell Johnson,5,2
S Badrinath,NLTC Perera,5,2
S Badrinath,P Awana,2,2
S Badrinath,P Kumar,14,2
S Badrinath,PP Ojha,26,2
S Badrinath,Piyush Chawla,29,1
S Badrinath,Pradeep Sangwan,14,1
S Badrinath,R Bhatia,20,1
S Badrinath,R McLaren,21,1
S Badrinath,R Sathish,6,1
S Badrinath,R Vinay Kumar,20,2
S Badrinath,RE van der Merwe,3,1
S Badrinath,RJ Harris,15,1
S Badrinath,RP Singh,19,3
S Badrinath,RR Powar,15,3
S Badrinath,RR Raje,11,3
S Badrinath,RV Gomez,4,1
S Badrinath,Ravindra Jadeja,3,1
S Badrinath,Rohit Sharma,36,1
S Badrinath,S Aravind,12,1
S Badrinath,S Narwal,2,1
S Badrinath,S Sreesanth,17,1
S Badrinath,SB Styris,3,1
S Badrinath,SE Bond,5,1
S Badrinath,SK Trivedi,20,1
S Badrinath,SK Warne,25,1
S Badrinath,SL Malinga,37,1
S Badrinath,SM Harwood,6,1
S Badrinath,ST Jayasuriya,1,1
S Badrinath,SW Tait,3,1
S Badrinath,Shahbaz Nadeem,16,1
S Badrinath,Shahid Afridi,2,1
S Badrinath,Shane Watson,7,1
S Badrinath,Shoaib Ahmed,2,1
S Badrinath,Shoaib Malik,3,1
S Badrinath,Sohail Tanvir,3,1
S Badrinath,Sunil Narine,3,1
S Badrinath,TM Dilshan,14,1
S Badrinath,TP Sudhindra,9,1
S Badrinath,Umesh Yadav,3,1
S Badrinath,V Sehwag,6,1
S Badrinath,VR Aaron,8,1
S Badrinath,VRV Singh,16,1
S Badrinath,VY Mahesh,2,1
S Badrinath,Virat Kohli,8,1
S Badrinath,WPUJC Vaas,7,1
S Badrinath,Y Venugopal Rao,1,1
S Badrinath,Yusuf Pathan,24,1
S Badrinath,Yuvraj Singh,11,1
S Badrinath,Z Khan,22,1
S Chanderpaul,A Nehra,5,0
S Chanderpaul,AB Dinda,4,0
S Chanderpaul,Dhawal Kulkarni,5,1
S Chanderpaul,Ishant Sharma,8,1
S Chanderpaul,SM Pollock,2,1
S Chanderpaul,Shane Watson,7,1
S Chanderpaul,Sohail Tanvir,2,1
S Kaushik,Sachin Baby,1,1
S Ladda,Kieron Pollard,5,0
S Ladda,ST Jayasuriya,4,1
S Ladda,WPUJC Vaas,1,1
S Narwal,A Nehra,3,0
S Narwal,AB McDonald,4,0
S Narwal,M Morkel,7,0
S Narwal,P Kumar,1,1
S Narwal,PD Collingwood,1,1
S Narwal,S Ladda,5,1
S Narwal,T Thushara,2,1
S Narwal,Umesh Yadav,6,1
S Rana,A Nehra,3,0
S Rana,Axar Patel,2,1
S Rana,B Lee,2,1
S Rana,Bhuvneshwar Kumar,1,1
S Rana,DJ Hussey,1,1
S Rana,DW Steyn,4,1
S Rana,IK Pathan,2,1
S Rana,Imran Tahir,1,1
S Rana,JH Kallis,4,1
S Rana,KW Richardson,4,1
S Rana,L Balaji,10,1
S Rana,Mitchell Johnson,2,1
S Rana,Mohammed Shami,3,1
S Rana,Mohit Sharma,3,1
S Rana,R Bhatia,3,1
S Rana,R Shukla,5,1
S Rana,R Vinay Kumar,6,1
S Rana,Ravindra Jadeja,1,1
S Rana,Sandeep Sharma,6,1
S Rana,Shane Watson,3,1
S Rana,Siddarth Kaul,5,1
S Rana,Sunil Narine,1,1
S Rana,Tim Southee,2,1
S Rana,Umesh Yadav,5,1
S Rana,Yusuf Pathan,3,1
S Randiv,SL Malinga,4,1
S Sohal,A Nehra,10,1
S Sohal,AB Agarkar,1,1
S Sohal,AB Dinda,18,1
S Sohal,Amit Singh,1,1
S Sohal,B Lee,7,1
S Sohal,Bhuvneshwar Kumar,4,1
S Sohal,Chris Gayle,5,1
S Sohal,DE Bollinger,4,1
S Sohal,DL Vettori,7,1
S Sohal,Dhawal Kulkarni,11,1
S Sohal,Dwayne Bravo,5,1
S Sohal,Harbhajan Singh,8,1
S Sohal,IK Pathan,8,1
S Sohal,Iqbal Abdulla,5,1
S Sohal,Ishant Sharma,4,1
S Sohal,JA Morkel,13,1
S Sohal,JJ van der Wath,7,1
S Sohal,JR Hopes,5,1
S Sohal,Kieron Pollard,3,1
S Sohal,L Balaji,8,1
S Sohal,M Morkel,9,1
S Sohal,MF Maharoof,2,1
S Sohal,MM Patel,9,1
S Sohal,MR Marsh,9,1
S Sohal,MS Gony,5,1
S Sohal,P Kumar,3,1
S Sohal,R Ninan,5,1
S Sohal,RJ Harris,19,1
S Sohal,RP Singh,17,2
S Sohal,Ravichandran Ashwin,9,2
S Sohal,Rohit Sharma,7,2
S Sohal,S Aravind,11,2
S Sohal,S Randiv,6,2
S Sohal,SB Jakati,3,1
S Sohal,SK Warne,1,1
S Sohal,SL Malinga,17,1
S Sohal,Shahbaz Nadeem,6,1
S Sohal,Shoaib Ahmed,3,1
S Sohal,T Thushara,5,1
S Sohal,TL Suman,5,1
S Sohal,WD Parnell,8,1
S Sohal,Y Nagar,3,1
S Sohal,Yuvraj Singh,6,1
S Sohal,Z Khan,9,1
S Sreesanth,AC Thomas,2,0
S Sreesanth,Amit Mishra,1,0
S Sreesanth,Amit Singh,3,0
S Sreesanth,DP Nannes,7,0
S Sreesanth,Dhawal Kulkarni,1,1
S Sreesanth,Harbhajan Singh,5,1
S Sreesanth,JH Kallis,2,1
S Sreesanth,Jaskaran Singh,5,1
S Sreesanth,L Balaji,2,1
S Sreesanth,MF Maharoof,3,1
S Sreesanth,Pradeep Sangwan,5,1
S Sreesanth,R Vinay Kumar,2,1
S Sreesanth,RE van der Merwe,2,1
S Sreesanth,Rohit Sharma,4,1
S Sreesanth,SK Trivedi,6,1
S Sreesanth,SL Malinga,6,1
S Sreesanth,SW Tait,1,1
S Sriram,AB Agarkar,3,0
S Sriram,AB Dinda,6,1
S Sriram,AD Mathews,6,1
S Sriram,BAW Mendis,9,1
S Sriram,Ishant Sharma,7,1
S Sriram,PC Valthaty,5,1
S Sriram,Piyush Chawla,2,1
S Tyagi,A Symonds,2,0
S Tyagi,RP Singh,2,0
S Vidyut,A Nehra,6,0
S Vidyut,DW Steyn,3,1
S Vidyut,GD McGrath,13,1
S Vidyut,IK Pathan,5,1
S Vidyut,MM Patel,5,1
S Vidyut,Mohammad Asif,11,1
S Vidyut,Pradeep Sangwan,17,1
S Vidyut,S Sreesanth,8,1
S Vidyut,SM Pollock,5,1
S Vidyut,Shane Watson,14,1
S Vidyut,Shoaib Malik,5,1
S Vidyut,Sohail Tanvir,4,1
S Vidyut,V Sehwag,5,1
S Vidyut,VY Mahesh,12,1
S Vidyut,Yusuf Pathan,2,1
SA Abbott,Bhuvneshwar Kumar,3,0
SA Abbott,P Kumar,5,0
SA Abbott,Shakib Al Hasan,2,0
SA Abbott,Trent Boult,1,1
SA Abbott,Yusuf Pathan,2,1
SA Asnodkar,A Kumble,11,1
SA Asnodkar,A Nehra,11,1
