batsmen,bowler,balls,wickets
Dwayne Bravo,Ben Laughlin,9,2
Dwayne Bravo,Ben Stokes,4,2
Dwayne Bravo,Bhuvneshwar Kumar,9,1
Dwayne Bravo,Bipul Sharma,5,1
Dwayne Bravo,Carlos Brathwaite,2,1
Dwayne Bravo,Chris Anderson,3,1
Dwayne Bravo,Chris Gayle,2,1
Dwayne Bravo,Chris Morris,15,1
Dwayne Bravo,Colin de Grandhomme,11,1
Dwayne Bravo,Corey Anderson,4,1
Dwayne Bravo,D Kalyankrishna,2,1
Dwayne Bravo,D du Preez,6,1
Dwayne Bravo,DJ Hussey,8,1
Dwayne Bravo,DJ Muthuswami,1,1
Dwayne Bravo,DL Vettori,1,1
Dwayne Bravo,DNT Zoysa,5,1
Dwayne Bravo,DP Nannes,6,1
Dwayne Bravo,DR Smith,4,1
Dwayne Bravo,DW Steyn,7,1
Dwayne Bravo,Dan Christian,6,1
Dwayne Bravo,Deepak Hooda,7,1
Dwayne Bravo,Dhawal Kulkarni,5,1
Dwayne Bravo,FH Edwards,4,1
Dwayne Bravo,GB Hogg,7,1
Dwayne Bravo,GS Sandhu,3,1
Dwayne Bravo,Harbhajan Singh,28,1
Dwayne Bravo,Hardik Pandya,3,1
Dwayne Bravo,Harmeet Singh,3,1
Dwayne Bravo,Harshal Patel,1,1
Dwayne Bravo,IK Pathan,18,1
Dwayne Bravo,Iqbal Abdulla,4,1
Dwayne Bravo,Ishant Sharma,16,1
Dwayne Bravo,J Botha,8,1
Dwayne Bravo,JA Morkel,11,1
Dwayne Bravo,JEC Franklin,7,1
Dwayne Bravo,JH Kallis,15,1
Dwayne Bravo,JP Faulkner,18,1
Dwayne Bravo,Jagadeesha Suchith,9,1
Dwayne Bravo,Jaskaran Singh,1,1
Dwayne Bravo,Jasprit Bumrah,13,2
Dwayne Bravo,Jaydev Unadkat,9,2
Dwayne Bravo,Joginder Sharma,5,2
Dwayne Bravo,K Goel,5,2
Dwayne Bravo,KK Cooper,12,2
Dwayne Bravo,Karn Sharma,6,2
Dwayne Bravo,Kieron Pollard,9,2
Dwayne Bravo,Krunal Pandya,4,2
Dwayne Bravo,L Balaji,5,2
Dwayne Bravo,LR Shukla,6,1
Dwayne Bravo,M Kartik,15,1
Dwayne Bravo,M Morkel,3,1
Dwayne Bravo,M Muralitharan,13,1
Dwayne Bravo,M de Lange,1,1
Dwayne Bravo,MA Starc,6,2
Dwayne Bravo,MC Henriques,10,2
Dwayne Bravo,MM Patel,9,1
Dwayne Bravo,MR Marsh,3,1
Dwayne Bravo,MS Gony,9,1
Dwayne Bravo,Mayank Markande,4,1
Dwayne Bravo,Mitchell Johnson,7,1
Dwayne Bravo,Mitchell McClenaghan,13,2
Dwayne Bravo,Mohammad Hafeez,3,2
Dwayne Bravo,Mohammed Siraj,3,2
Dwayne Bravo,Mohit Sharma,3,2
Dwayne Bravo,Murugan Ashwin,8,2
Dwayne Bravo,Mustafizur Rahman,7,2
Dwayne Bravo,P Amarnath,6,2
Dwayne Bravo,P Awana,19,2
Dwayne Bravo,P Kumar,19,1
Dwayne Bravo,P Suyal,8,1
Dwayne Bravo,PJ Cummins,3,1
Dwayne Bravo,PP Ojha,37,3
Dwayne Bravo,PV Tambe,11,3
Dwayne Bravo,Pankaj Singh,2,3
Dwayne Bravo,Piyush Chawla,44,2
Dwayne Bravo,Pradeep Sangwan,7,2
Dwayne Bravo,R Bhatia,26,2
Dwayne Bravo,R Dhawan,5,1
Dwayne Bravo,R Rampaul,4,1
Dwayne Bravo,R Vinay Kumar,28,2
Dwayne Bravo,RE van der Merwe,18,2
Dwayne Bravo,RJ Harris,9,1
Dwayne Bravo,RP Singh,22,3
Dwayne Bravo,RR Powar,4,1
Dwayne Bravo,RS Bopara,4,1
Dwayne Bravo,Rashid Khan,5,1
Dwayne Bravo,Ravichandran Ashwin,1,1
Dwayne Bravo,Rohit Sharma,11,1
Dwayne Bravo,S Ladda,3,1
Dwayne Bravo,S Sreesanth,13,1
Dwayne Bravo,S Tyagi,4,1
Dwayne Bravo,SB Bangar,6,1
Dwayne Bravo,SC Ganguly,6,1
Dwayne Bravo,SE Bond,4,1
Dwayne Bravo,SK Trivedi,5,1
Dwayne Bravo,SK Warne,3,1
Dwayne Bravo,SL Malinga,17,1
Dwayne Bravo,Sam Curran,1,1
Dwayne Bravo,Shahbaz Nadeem,13,1
Dwayne Bravo,Shahid Afridi,10,1
Dwayne Bravo,Shakib Al Hasan,4,1
Dwayne Bravo,Shane Watson,17,2
Dwayne Bravo,Shoaib Ahmed,2,2
Dwayne Bravo,Shoaib Malik,1,1
Dwayne Bravo,Shreyas Gopal,2,1
Dwayne Bravo,Siddarth Kaul,3,1
Dwayne Bravo,Stuart Binny,2,1
Dwayne Bravo,Sunil Narine,2,1
Dwayne Bravo,Suresh Raina,1,1
Dwayne Bravo,TL Suman,4,1
Dwayne Bravo,TP Sudhindra,6,1
Dwayne Bravo,Trent Boult,8,1
Dwayne Bravo,Umesh Yadav,16,2
Dwayne Bravo,V Sehwag,1,2
Dwayne Bravo,VR Aaron,6,2
Dwayne Bravo,VRV Singh,4,2
Dwayne Bravo,VS Malik,2,2
Dwayne Bravo,Virat Kohli,3,2
Dwayne Bravo,Y Venugopal Rao,13,2
Dwayne Bravo,YA Abdulla,12,2
Dwayne Bravo,Yusuf Pathan,8,2
Dwayne Bravo,Yuvraj Singh,18,2
Dwayne Bravo,Yuzvendra Chahal,5,1
Dwayne Bravo,Z Khan,7,1
EJG Morgan,A Ashish Reddy,2,0
EJG Morgan,A Nehra,1,0
EJG Morgan,AB McDonald,4,1
EJG Morgan,AD Mathews,4,1
EJG Morgan,AF Milne,2,1
EJG Morgan,AN Ahmed,2,1
EJG Morgan,Amit Mishra,21,1
EJG Morgan,Andre Russell,9,1
EJG Morgan,Axar Patel,5,1
EJG Morgan,Azhar Mahmood,24,2
EJG Morgan,BA Bhatt,3,1
EJG Morgan,BE Hendricks,2,1
EJG Morgan,BJ Hodge,5,1
EJG Morgan,Ben Stokes,1,1
EJG Morgan,CK Langeveldt,2,1
EJG Morgan,Carlos Brathwaite,1,1
EJG Morgan,Chris Morris,15,1
EJG Morgan,D Wiese,2,1
EJG Morgan,DJ Hussey,5,1
EJG Morgan,DP Nannes,5,1
EJG Morgan,DW Steyn,13,1
EJG Morgan,Dan Christian,12,1
EJG Morgan,Deepak Hooda,9,1
EJG Morgan,Dhawal Kulkarni,6,1
EJG Morgan,Dwayne Bravo,22,1
EJG Morgan,GB Hogg,1,1
EJG Morgan,Glenn Maxwell,8,1
EJG Morgan,Harbhajan Singh,10,1
EJG Morgan,Hardik Pandya,3,1
EJG Morgan,Harmeet Singh,6,1
EJG Morgan,Harshal Patel,5,1
EJG Morgan,IK Pathan,6,1
EJG Morgan,Ishant Sharma,4,1
EJG Morgan,J Botha,11,1
EJG Morgan,JA Morkel,8,1
EJG Morgan,JP Duminy,8,1
EJG Morgan,JP Faulkner,9,1
EJG Morgan,Jayant Yadav,7,1
EJG Morgan,KJ Abbott,3,1
EJG Morgan,KK Cooper,8,1
EJG Morgan,Karn Sharma,5,1
EJG Morgan,Kieron Pollard,2,1
EJG Morgan,M Kartik,2,1
EJG Morgan,M Morkel,5,1
EJG Morgan,M Muralitharan,7,1
EJG Morgan,MA Starc,5,1
EJG Morgan,MC Henriques,12,1
EJG Morgan,MR Marsh,4,2
EJG Morgan,MS Gony,4,2
EJG Morgan,Mitchell Johnson,9,1
EJG Morgan,Mitchell McClenaghan,12,1
EJG Morgan,Mohammad Nabi,3,1
EJG Morgan,Mohit Sharma,16,1
EJG Morgan,NLTC Perera,7,1
EJG Morgan,NM Coulter-Nile,8,1
EJG Morgan,P Awana,6,1
EJG Morgan,P Kumar,16,1
EJG Morgan,P Parameswaran,10,1
EJG Morgan,PJ Cummins,10,1
EJG Morgan,PP Ojha,5,1
EJG Morgan,PV Tambe,12,1
EJG Morgan,Parvez Rasool,12,1
EJG Morgan,Pawan Negi,3,1
EJG Morgan,Piyush Chawla,24,1
EJG Morgan,Pradeep Sangwan,5,1
EJG Morgan,R Dhawan,6,1
EJG Morgan,R Shukla,7,1
EJG Morgan,R Vinay Kumar,18,1
EJG Morgan,RG More,2,1
EJG Morgan,RN ten Doeschate,1,1
EJG Morgan,RP Singh,15,1
EJG Morgan,RR Powar,6,1
EJG Morgan,RV Gomez,8,1
EJG Morgan,Rashid Khan,12,1
EJG Morgan,Ravichandran Ashwin,8,1
EJG Morgan,Ravindra Jadeja,2,1
EJG Morgan,S Aravind,4,1
EJG Morgan,S Sreesanth,17,1
EJG Morgan,SK Trivedi,9,1
EJG Morgan,SL Malinga,10,1
EJG Morgan,SW Tait,6,1
EJG Morgan,Shahbaz Nadeem,7,1
EJG Morgan,Shakib Al Hasan,11,1
EJG Morgan,Shane Watson,13,1
EJG Morgan,Shardul Thakur,3,1
EJG Morgan,Siddarth Kaul,11,1
EJG Morgan,Stuart Binny,8,1
EJG Morgan,Sunil Narine,11,1
EJG Morgan,Suresh Raina,9,1
EJG Morgan,Tim Southee,7,1
EJG Morgan,Umesh Yadav,13,2
EJG Morgan,Yusuf Pathan,1,2
EJG Morgan,Yuzvendra Chahal,10,2
EJG Morgan,Z Khan,12,1
ER Dwivedi,Bhuvneshwar Kumar,6,1
ER Dwivedi,Chris Anderson,4,1
ER Dwivedi,Shane Watson,3,1
ER Dwivedi,Yuzvendra Chahal,2,1
Evin Lewis,Amit Mishra,7,1
Evin Lewis,Andre Russell,2,1
Evin Lewis,Andrew Tye,2,1
Evin Lewis,Ankit Rajpoot,6,1
Evin Lewis,Ben Stokes,7,1
Evin Lewis,Billy Stanlake,7,1
Evin Lewis,Chris Woakes,9,1
Evin Lewis,Corey Anderson,3,1
Evin Lewis,Dan Christian,6,1
Evin Lewis,Deepak Chahar,3,1
Evin Lewis,Dhawal Kulkarni,11,2
Evin Lewis,Dwayne Bravo,7,1
Evin Lewis,Glenn Maxwell,16,1
Evin Lewis,Harbhajan Singh,13,1
Evin Lewis,Harshal Patel,5,1
Evin Lewis,Imran Tahir,10,1
Evin Lewis,Jaydev Unadkat,6,1
Evin Lewis,Jofra Archer,8,1
Evin Lewis,Krishnappa Gowtham,7,1
Evin Lewis,Kuldeep Yadav,5,1
Evin Lewis,Liam Plunkett,7,1
Evin Lewis,Mohammad Nabi,1,1
Evin Lewis,Mohammed Siraj,10,1
Evin Lewis,Mohit Sharma,4,1
Evin Lewis,Mujeeb Ur Rahman,2,1
Evin Lewis,Nitish Rana,9,1
Evin Lewis,Piyush Chawla,7,1
Evin Lewis,Prasidh Krishna,9,1
Evin Lewis,Rahul Tewatia,8,1
Evin Lewis,Rashid Khan,1,1
Evin Lewis,Ravichandran Ashwin,7,1
Evin Lewis,Sam Curran,4,1
Evin Lewis,Sandeep Lamichhane,1,1
Evin Lewis,Sandeep Sharma,14,1
Evin Lewis,Shahbaz Nadeem,8,1
Evin Lewis,Shane Watson,3,1
Evin Lewis,Shardul Thakur,11,1
Evin Lewis,Shreyas Gopal,7,1
Evin Lewis,Siddarth Kaul,4,1
Evin Lewis,Sunil Narine,6,1
Evin Lewis,Trent Boult,5,1
Evin Lewis,Umesh Yadav,6,1
Evin Lewis,Washington Sundar,6,1
Evin Lewis,Yuzvendra Chahal,10,1
F Behardien,AB Dinda,5,1
F Behardien,Chris Anderson,4,1
F Behardien,Shane Watson,3,1
F Behardien,Yuzvendra Chahal,1,1
FH Edwards,Harbhajan Singh,1,0
FH Edwards,P Kumar,2,0
FH Edwards,SL Malinga,2,1
FY Fazal,A Symonds,15,0
FY Fazal,AB Dinda,12,1
FY Fazal,DE Bollinger,2,1
FY Fazal,DR Smith,4,1
FY Fazal,Dhawal Kulkarni,8,1
FY Fazal,Harbhajan Singh,1,1
FY Fazal,Harmeet Singh,4,1
FY Fazal,IK Pathan,6,1
FY Fazal,Iqbal Abdulla,1,1
FY Fazal,Ishant Sharma,10,1
FY Fazal,J Theron,11,1
FY Fazal,Joginder Sharma,5,1
FY Fazal,L Balaji,3,1
FY Fazal,LR Shukla,3,1
FY Fazal,M Kartik,3,1
FY Fazal,M Muralitharan,5,1
FY Fazal,MF Maharoof,2,1
FY Fazal,PP Ojha,10,1
FY Fazal,Piyush Chawla,9,1
FY Fazal,RJ Harris,2,1
FY Fazal,RP Singh,16,1
FY Fazal,S Sreesanth,9,1
FY Fazal,SB Jakati,3,1
FY Fazal,SE Bond,9,1
FY Fazal,SJ Srivastava,6,1
FY Fazal,SL Malinga,4,1
FY Fazal,Suresh Raina,7,1
FY Fazal,T Thushara,2,1
FY Fazal,WPUJC Vaas,2,1
FY Fazal,Yuvraj Singh,2,1
FY Fazal,Z Khan,3,1
Faf du Plessis,A Ashish Reddy,6,0
Faf du Plessis,A Nehra,19,0
Faf du Plessis,AA Jhunjhunwala,6,0
Faf du Plessis,AB Dinda,5,0
Faf du Plessis,AD Mathews,6,0
Faf du Plessis,AL Menaria,6,0
Faf du Plessis,Amit Mishra,20,0
Faf du Plessis,Amit Singh,10,0
Faf du Plessis,Andre Russell,9,0
Faf du Plessis,Ankit Rajpoot,13,1
Faf du Plessis,Ankit Sharma,28,1
Faf du Plessis,Anureet Singh,3,1
Faf du Plessis,Avesh Khan,8,1
Faf du Plessis,Axar Patel,29,1
Faf du Plessis,Azhar Mahmood,3,1
Faf du Plessis,B Lee,1,1
Faf du Plessis,BE Hendricks,5,1
Faf du Plessis,Bhuvneshwar Kumar,31,1
Faf du Plessis,Billy Stanlake,1,1
Faf du Plessis,Bipul Sharma,9,1
Faf du Plessis,Carlos Brathwaite,11,1
Faf du Plessis,Chris Morris,6,1
Faf du Plessis,Corey Anderson,14,1
Faf du Plessis,D Wiese,14,1
Faf du Plessis,DJ Harris,3,1
Faf du Plessis,DJ Muthuswami,2,1
Faf du Plessis,DL Vettori,14,1
Faf du Plessis,DW Steyn,15,1
Faf du Plessis,Dan Christian,8,1
Faf du Plessis,Dwayne Bravo,6,1
Faf du Plessis,GB Hogg,23,1
Faf du Plessis,GS Sandhu,4,1
Faf du Plessis,Glenn Maxwell,5,1
Faf du Plessis,Gurkeerat Singh,7,1
Faf du Plessis,Harbhajan Singh,50,3
Faf du Plessis,Hardik Pandya,2,3
Faf du Plessis,Harshal Patel,7,1
Faf du Plessis,IK Pathan,9,1
Faf du Plessis,Imran Tahir,4,1
Faf du Plessis,Iqbal Abdulla,18,1
Faf du Plessis,JA Morkel,13,1
Faf du Plessis,JDS Neesham,6,1
Faf du Plessis,JH Kallis,6,1
Faf du Plessis,JP Duminy,9,1
Faf du Plessis,JP Faulkner,15,1
Faf du Plessis,Jagadeesha Suchith,7,1
Faf du Plessis,Jasprit Bumrah,14,1
Faf du Plessis,Jayant Yadav,3,1
Faf du Plessis,Jaydev Unadkat,1,1
Faf du Plessis,KJ Abbott,13,1
Faf du Plessis,KK Cooper,15,1
Faf du Plessis,KW Richardson,2,1
Faf du Plessis,Karn Sharma,6,1
Faf du Plessis,Kieron Pollard,10,1
Faf du Plessis,L Balaji,1,1
Faf du Plessis,Liam Plunkett,4,1
Faf du Plessis,M Kartik,23,1
Faf du Plessis,M Morkel,6,1
Faf du Plessis,M Muralitharan,9,1
Faf du Plessis,MA Starc,13,1
Faf du Plessis,MC Henriques,15,1
Faf du Plessis,MM Patel,4,1
Faf du Plessis,MN Samuels,16,1
Faf du Plessis,MS Gony,9,1
Faf du Plessis,Mitchell Johnson,12,2
Faf du Plessis,Mitchell McClenaghan,17,1
Faf du Plessis,Mohammed Shami,2,1
Faf du Plessis,Mohit Sharma,10,1
Faf du Plessis,Murali Vijay,1,1
Faf du Plessis,Mustafizur Rahman,1,1
Faf du Plessis,P Awana,4,1
Faf du Plessis,P Kumar,28,1
Faf du Plessis,P Sahu,14,1
Faf du Plessis,PJ Cummins,12,1
Faf du Plessis,PP Ojha,4,1
Faf du Plessis,PV Tambe,26,1
Faf du Plessis,Piyush Chawla,28,1
Faf du Plessis,R Bhatia,22,1
Faf du Plessis,R Dhawan,10,1
Faf du Plessis,R Rampaul,7,1
Faf du Plessis,R Vinay Kumar,29,1
Faf du Plessis,RP Singh,2,1
Faf du Plessis,RR Bhatkal,5,1
Faf du Plessis,Rahul Tewatia,6,1
Faf du Plessis,Rashid Khan,10,1
Faf du Plessis,Ravindra Jadeja,6,1
Faf du Plessis,Rohit Sharma,19,1
Faf du Plessis,S Aravind,8,1
Faf du Plessis,S Rana,1,1
Faf du Plessis,SB Jakati,19,1
Faf du Plessis,SK Trivedi,14,1
Faf du Plessis,SL Malinga,27,2
Faf du Plessis,Sandeep Sharma,28,1
Faf du Plessis,Shahbaz Nadeem,7,1
Faf du Plessis,Shakib Al Hasan,17,1
Faf du Plessis,Shivam Mavi,2,1
Faf du Plessis,Shreyas Gopal,3,1
Faf du Plessis,Siddarth Kaul,10,1
Faf du Plessis,Stuart Binny,9,1
Faf du Plessis,Sunil Narine,9,1
Faf du Plessis,TP Sudhindra,1,1
Faf du Plessis,Trent Boult,8,1
Faf du Plessis,Umesh Yadav,8,1
Faf du Plessis,V Pratap Singh,4,1
Faf du Plessis,Vijay Shankar,4,1
Faf du Plessis,Virat Kohli,5,1
Faf du Plessis,Yusuf Pathan,1,1
Faf du Plessis,Yuvraj Singh,19,1
Faf du Plessis,Yuzvendra Chahal,20,1
Faf du Plessis,Z Khan,14,1
GB Hogg,A Nehra,1,0
GB Hogg,Anureet Singh,1,0
GB Hogg,BE Hendricks,1,0
GB Hogg,Harshal Patel,5,1
GB Hogg,MM Patel,2,1
GB Hogg,R Vinay Kumar,3,1
GB Hogg,SL Malinga,3,1
GB Hogg,Sandeep Sharma,3,1
GB Hogg,Z Khan,3,1
GC Smith,A Kumble,13,0
GC Smith,A Nehra,17,0
GC Smith,A Symonds,3,0
GC Smith,AB Agarkar,5,0
GC Smith,AB Dinda,21,1
GC Smith,AG Murtaza,2,1
GC Smith,Abdur Razzak,8,1
GC Smith,Amit Mishra,16,1
GC Smith,Anureet Singh,3,1
GC Smith,BAW Mendis,4,1
GC Smith,D Kalyankrishna,8,1
GC Smith,D du Preez,5,1
GC Smith,DL Vettori,4,1
GC Smith,DP Nannes,17,1
GC Smith,DP Vijaykumar,5,1
GC Smith,DW Steyn,1,1
GC Smith,Dhawal Kulkarni,7,1
GC Smith,Dwayne Bravo,2,1
GC Smith,FH Edwards,2,1
GC Smith,GD McGrath,23,1
GC Smith,Harbhajan Singh,7,1
GC Smith,IK Pathan,13,1
GC Smith,Ishant Sharma,21,1
GC Smith,JA Morkel,22,1
GC Smith,JDP Oram,3,1
GC Smith,JH Kallis,20,1
GC Smith,JP Duminy,4,1
GC Smith,K Goel,4,1
GC Smith,L Balaji,11,1
GC Smith,M Muralitharan,41,1
GC Smith,M Ntini,20,1
GC Smith,MF Maharoof,17,1
GC Smith,MM Patel,6,1
GC Smith,MS Gony,16,1
GC Smith,Mohammad Asif,4,1
GC Smith,P Kumar,35,2
GC Smith,PP Ojha,14,2
GC Smith,Piyush Chawla,8,2
GC Smith,Pradeep Sangwan,23,1
GC Smith,R McLaren,6,1
GC Smith,R Sathish,1,1
GC Smith,R Vinay Kumar,13,1
GC Smith,RP Singh,22,1
GC Smith,RR Powar,12,1
GC Smith,Ravindra Jadeja,2,1
GC Smith,S Sreesanth,20,1
GC Smith,S Tyagi,6,1
GC Smith,S Vidyut,3,1
GC Smith,SB Bangar,3,1
GC Smith,SB Jakati,4,1
GC Smith,SB Joshi,9,1
GC Smith,SB Styris,6,1
GC Smith,SC Ganguly,3,1
GC Smith,SL Malinga,8,1
GC Smith,SM Pollock,6,1
GC Smith,Shahid Afridi,23,1
GC Smith,Suresh Raina,16,1
GC Smith,TM Dilshan,3,1
GC Smith,Umar Gul,3,1
GC Smith,VY Mahesh,1,1
GC Smith,Virat Kohli,6,1
GC Smith,WPUJC Vaas,11,1
GC Smith,Y Venugopal Rao,3,1
GC Smith,YA Abdulla,8,1
GC Smith,Yuvraj Singh,3,1
GC Smith,Z Khan,35,1
GD McGrath,Dhawal Kulkarni,2,1
GD McGrath,MM Patel,3,1
GH Vihari,A Chandila,1,0
GH Vihari,AB Dinda,5,0
GH Vihari,AD Mascarenhas,12,0
GH Vihari,Anureet Singh,5,1
GH Vihari,Azhar Mahmood,3,1
GH Vihari,BMAJ Mendis,2,1
GH Vihari,Bhuvneshwar Kumar,13,2
GH Vihari,DR Smith,3,2
GH Vihari,Dhawal Kulkarni,7,1
GH Vihari,Dwayne Bravo,4,1
GH Vihari,GB Hogg,4,1
GH Vihari,Harbhajan Singh,7,1
GH Vihari,Harmeet Singh,4,1
GH Vihari,Iqbal Abdulla,7,1
GH Vihari,J Botha,8,1
GH Vihari,JH Kallis,1,1
GH Vihari,JO Holder,1,1
GH Vihari,JP Faulkner,13,1
GH Vihari,Jaydev Unadkat,5,1
GH Vihari,KK Cooper,3,1
GH Vihari,Kieron Pollard,3,1
GH Vihari,M Kartik,11,1
GH Vihari,M Morkel,6,1
GH Vihari,M Muralitharan,11,1
GH Vihari,MC Henriques,6,1
GH Vihari,MN Samuels,3,1
GH Vihari,MS Gony,2,1
GH Vihari,Mitchell Johnson,13,1
GH Vihari,Mitchell McClenaghan,2,1
GH Vihari,Mohammed Shami,7,1
GH Vihari,Mohit Sharma,7,1
GH Vihari,P Kumar,10,1
GH Vihari,PP Ojha,17,1
GH Vihari,PV Tambe,8,1
GH Vihari,Piyush Chawla,18,2
GH Vihari,R Bhatia,1,1
GH Vihari,R Vinay Kumar,16,1
GH Vihari,RN ten Doeschate,3,1
GH Vihari,RP Singh,3,1
GH Vihari,Ravichandran Ashwin,1,1
GH Vihari,Rohit Sharma,2,1
GH Vihari,SK Trivedi,6,1
GH Vihari,SL Malinga,16,2
GH Vihari,Sandeep Sharma,3,1
GH Vihari,Shahbaz Nadeem,12,1
GH Vihari,Shane Watson,10,1
GH Vihari,Stuart Binny,2,1
GH Vihari,Sunil Narine,2,1
GH Vihari,Suresh Raina,3,1
GH Vihari,TM Dilshan,2,1
GH Vihari,Umesh Yadav,6,1
GH Vihari,VS Malik,3,1
GJ Bailey,A Kumble,12,0
GJ Bailey,A Nehra,15,2
GJ Bailey,AB Agarkar,3,2
GJ Bailey,AB Dinda,15,2
GJ Bailey,Amit Mishra,14,1
GJ Bailey,Andre Russell,12,1
GJ Bailey,Ankit Rajpoot,7,1
GJ Bailey,Anureet Singh,1,1
GJ Bailey,Axar Patel,4,1
GJ Bailey,B Lee,8,1
GJ Bailey,BAW Mendis,4,1
GJ Bailey,BJ Hodge,3,1
GJ Bailey,BW Hilfenhaus,5,1
GJ Bailey,Barinder Sran,6,1
GJ Bailey,Bhuvneshwar Kumar,16,1
GJ Bailey,Chris Morris,11,1
GJ Bailey,Corey Anderson,3,1
GJ Bailey,D Wiese,3,1
GJ Bailey,DJ Hussey,1,1
GJ Bailey,DR Smith,1,1
GJ Bailey,DW Steyn,15,1
GJ Bailey,Dhawal Kulkarni,3,1
GJ Bailey,Harbhajan Singh,13,1
GJ Bailey,Harshal Patel,3,1
GJ Bailey,IC Pandey,5,1
GJ Bailey,IK Pathan,7,1
GJ Bailey,Imran Tahir,11,2
GJ Bailey,JA Morkel,3,1
GJ Bailey,JH Kallis,4,1
GJ Bailey,JP Duminy,5,1
GJ Bailey,JP Faulkner,12,1
GJ Bailey,Jagadeesha Suchith,7,1
GJ Bailey,Jasprit Bumrah,11,1
GJ Bailey,Jaydev Unadkat,2,1
GJ Bailey,K Santokie,6,1
GJ Bailey,KK Cooper,6,1
GJ Bailey,Karn Sharma,11,1
GJ Bailey,Kieron Pollard,8,1
GJ Bailey,M Kartik,5,1
GJ Bailey,M Morkel,12,1
GJ Bailey,MA Starc,2,1
GJ Bailey,MC Henriques,19,3
GJ Bailey,Mitchell McClenaghan,4,3
GJ Bailey,Mohammed Shami,1,3
GJ Bailey,Mohit Sharma,15,3
GJ Bailey,Mustafizur Rahman,3,3
GJ Bailey,NM Coulter-Nile,13,3
GJ Bailey,P Kumar,11,3
GJ Bailey,P Suyal,5,3
GJ Bailey,PP Ojha,8,3
GJ Bailey,PV Tambe,9,3
GJ Bailey,Pawan Negi,3,3
GJ Bailey,Piyush Chawla,33,2
GJ Bailey,R Vinay Kumar,8,1
GJ Bailey,RR Powar,1,1
GJ Bailey,Rahul Tewatia,1,1
GJ Bailey,Ravindra Jadeja,3,1
GJ Bailey,S Aravind,2,1
GJ Bailey,SL Malinga,16,1
GJ Bailey,Sandeep Sharma,2,1
GJ Bailey,Shakib Al Hasan,17,1
GJ Bailey,Shane Watson,2,1
GJ Bailey,Shreyas Gopal,4,1
GJ Bailey,Sunil Narine,22,1
GJ Bailey,Tim Southee,3,1
GJ Bailey,Trent Boult,3,1
GJ Bailey,Umesh Yadav,15,1
GJ Bailey,VR Aaron,3,1
GJ Bailey,Yuvraj Singh,9,1
GJ Bailey,Yuzvendra Chahal,11,1
GJ Bailey,Z Khan,11,1
GR Napier,BJ Hodge,1,0
GR Napier,Chris Gayle,8,1
GR Napier,Ishant Sharma,2,1
GR Napier,M Kartik,5,1
Gautam Gambhir,A Ashish Reddy,10,1
Gautam Gambhir,A Choudhary,3,1
Gautam Gambhir,A Mithun,9,1
Gautam Gambhir,A Nehra,29,1
Gautam Gambhir,A Nel,4,1
Gautam Gambhir,A Symonds,11,1
Gautam Gambhir,AA Chavan,6,1
Gautam Gambhir,AB Agarkar,22,1
Gautam Gambhir,AB Dinda,17,1
Gautam Gambhir,AC Thomas,9,1
Gautam Gambhir,AD Mascarenhas,28,3
Gautam Gambhir,AD Mathews,39,3
Gautam Gambhir,AG Murtaza,5,3
Gautam Gambhir,AM Nayar,7,3
Gautam Gambhir,AN Ahmed,10,1
Gautam Gambhir,Akila Dananjaya,1,1
Gautam Gambhir,Amit Mishra,43,2
Gautam Gambhir,Amit Singh,23,1
Gautam Gambhir,Anand Rajan,14,1
Gautam Gambhir,Andre Russell,4,1
Gautam Gambhir,Andrew Tye,14,1
Gautam Gambhir,Ankit Rajpoot,10,1
Gautam Gambhir,Ankit Sharma,2,1
Gautam Gambhir,Anureet Singh,8,1
Gautam Gambhir,Axar Patel,51,1
Gautam Gambhir,Azhar Mahmood,4,1
Gautam Gambhir,B Akhil,10,1
Gautam Gambhir,B Lee,9,1
Gautam Gambhir,BA Bhatt,26,1
Gautam Gambhir,BAW Mendis,5,1
Gautam Gambhir,BE Hendricks,3,1
Gautam Gambhir,BJ Hodge,12,1
Gautam Gambhir,BW Hilfenhaus,15,1
Gautam Gambhir,Barinder Sran,25,1
Gautam Gambhir,Basil Thampi,1,1
Gautam Gambhir,Ben Cutting,11,1
Gautam Gambhir,Ben Stokes,10,1
Gautam Gambhir,Bhuvneshwar Kumar,74,1
Gautam Gambhir,Bipul Sharma,9,1
Gautam Gambhir,CK Kapugedera,2,1
Gautam Gambhir,CK Langeveldt,5,1
Gautam Gambhir,CL White,5,1
Gautam Gambhir,Carlos Brathwaite,9,1
Gautam Gambhir,Chris Anderson,9,1
Gautam Gambhir,Chris Gayle,6,1
Gautam Gambhir,Chris Morris,29,3
Gautam Gambhir,Chris Woakes,4,3
Gautam Gambhir,Corey Anderson,14,1
Gautam Gambhir,D Salunkhe,3,1
Gautam Gambhir,D Wiese,4,1
Gautam Gambhir,DB Ravi Teja,5,1
Gautam Gambhir,DE Bollinger,14,1
Gautam Gambhir,DJ Hussey,10,1
Gautam Gambhir,DJ Muthuswami,11,1
Gautam Gambhir,DJG Sammy,7,1
Gautam Gambhir,DL Vettori,18,1
Gautam Gambhir,DP Nannes,3,1
Gautam Gambhir,DP Vijaykumar,10,1
Gautam Gambhir,DR Smith,8,1
Gautam Gambhir,DW Steyn,67,1
Gautam Gambhir,Dan Christian,20,1
