batsmen,bowler,balls,wickets
Mandeep Singh,Trent Boult,5,1
Manish Pandey,Amit Mishra,2,0
Manish Pandey,Andre Russell,7,0
Manish Pandey,Andrew Tye,23,0
Manish Pandey,Ankit Rajpoot,9,1
Manish Pandey,Avesh Khan,2,1
Manish Pandey,Barinder Sran,10,1
Manish Pandey,Ben Stokes,4,1
Manish Pandey,Colin de Grandhomme,6,1
Manish Pandey,Dan Christian,3,1
Manish Pandey,Deepak Chahar,5,1
Manish Pandey,Dwayne Bravo,4,1
Manish Pandey,Hardik Pandya,2,1
Manish Pandey,Ish Sodhi,3,1
Manish Pandey,Jasprit Bumrah,3,1
Manish Pandey,Javon Searles,1,1
Manish Pandey,Jaydev Unadkat,2,1
Manish Pandey,Jofra Archer,2,1
Manish Pandey,Krishnappa Gowtham,4,1
Manish Pandey,Krunal Pandya,4,1
Manish Pandey,Kuldeep Yadav,7,1
Manish Pandey,Liam Plunkett,8,1
Manish Pandey,Lungi Ngidi,1,1
Manish Pandey,Manoj Tiwary,2,1
Manish Pandey,Mayank Markande,4,1
Manish Pandey,Mitchell McClenaghan,6,1
Manish Pandey,Moeen Ali,4,1
Manish Pandey,Mohammed Siraj,11,1
Manish Pandey,Mohit Sharma,9,1
Manish Pandey,Mujeeb Ur Rahman,24,1
Manish Pandey,Piyush Chawla,2,1
Manish Pandey,Prasidh Krishna,7,1
Manish Pandey,Ravichandran Ashwin,22,1
Manish Pandey,Ravindra Jadeja,8,1
Manish Pandey,Shardul Thakur,6,1
Manish Pandey,Sunil Narine,10,1
Manish Pandey,Tim Southee,13,1
Manish Pandey,Trent Boult,3,1
Manish Pandey,Umesh Yadav,3,1
Manish Pandey,Yuzvendra Chahal,11,1
Manoj Tiwary,Ben Stokes,3,1
Manoj Tiwary,Deepak Chahar,5,1
Manoj Tiwary,Dwayne Bravo,3,1
Manoj Tiwary,Harbhajan Singh,5,1
Manoj Tiwary,Ish Sodhi,3,1
Manoj Tiwary,Lungi Ngidi,8,1
Manoj Tiwary,Mahipal Lomror,2,1
Manoj Tiwary,Mitchell McClenaghan,1,1
Manoj Tiwary,Rashid Khan,2,1
Manoj Tiwary,Ravindra Jadeja,1,1
Manoj Tiwary,Sandeep Sharma,2,1
Manoj Tiwary,Shakib Al Hasan,1,1
Manoj Tiwary,Shardul Thakur,9,1
Marcus Stoinis,Anureet Singh,2,0
Marcus Stoinis,Ben Cutting,2,0
Marcus Stoinis,Ben Stokes,2,0
Marcus Stoinis,Chris Morris,4,0
Marcus Stoinis,Dan Christian,2,0
Marcus Stoinis,Hardik Pandya,6,0
Marcus Stoinis,Ish Sodhi,2,0
Marcus Stoinis,Jasprit Bumrah,10,1
Marcus Stoinis,Jaydev Unadkat,13,1
Marcus Stoinis,Jofra Archer,9,1
Marcus Stoinis,Krishnappa Gowtham,1,1
Marcus Stoinis,Kulwant Khejroliya,2,1
Marcus Stoinis,Mohammed Siraj,1,1
Marcus Stoinis,Rahul Tewatia,5,1
Marcus Stoinis,Shreyas Gopal,4,1
Marcus Stoinis,Trent Boult,4,1
Marcus Stoinis,Washington Sundar,7,1
Marcus Stoinis,Yuzvendra Chahal,2,1
Mark Wood,Hardik Pandya,4,1
Mark Wood,Jasprit Bumrah,1,1
Mayank Agarwal,Andre Russell,1,1
Mayank Agarwal,Avesh Khan,6,1
Mayank Agarwal,Basil Thampi,4,1
Mayank Agarwal,Ben Cutting,4,1
Mayank Agarwal,Ben Stokes,2,1
Mayank Agarwal,Chris Morris,2,1
Mayank Agarwal,Colin de Grandhomme,4,1
Mayank Agarwal,Dan Christian,2,1
Mayank Agarwal,Deepak Hooda,3,1
Mayank Agarwal,Dwayne Bravo,6,1
Mayank Agarwal,Harbhajan Singh,4,1
Mayank Agarwal,Hardik Pandya,1,1
Mayank Agarwal,Imran Tahir,2,1
Mayank Agarwal,Jasprit Bumrah,2,1
Mayank Agarwal,Jofra Archer,1,1
Mayank Agarwal,Kulwant Khejroliya,5,1
Mayank Agarwal,Liam Plunkett,4,1
Mayank Agarwal,Mohammed Shami,3,1
Mayank Agarwal,Mohammed Siraj,1,1
Mayank Agarwal,Rashid Khan,5,1
Mayank Agarwal,Shakib Al Hasan,7,1
Mayank Agarwal,Shane Watson,7,1
Mayank Agarwal,Shivam Mavi,1,1
Mayank Agarwal,Siddarth Kaul,5,1
Mayank Agarwal,Sunil Narine,1,1
Mayank Agarwal,Trent Boult,4,1
Mayank Agarwal,Umesh Yadav,6,1
Mayank Agarwal,Yuzvendra Chahal,1,1
Mayank Markande,Amit Mishra,1,0
Mayank Markande,Andrew Tye,1,0
Mayank Markande,Jofra Archer,1,0
Mayank Markande,Liam Plunkett,1,0
Mayank Markande,Mohit Sharma,4,0
Mayank Markande,Sandeep Lamichhane,5,0
Mayank Markande,Siddarth Kaul,5,1
Mayank Markande,Trent Boult,7,1
Mitchell Johnson,Avesh Khan,1,0
Mitchell Johnson,Bhuvneshwar Kumar,3,0
Mitchell Johnson,Glenn Maxwell,2,0
Mitchell Johnson,Siddarth Kaul,2,0
Mitchell Johnson,Trent Boult,3,0
Mitchell McClenaghan,Andrew Tye,3,0
Mitchell McClenaghan,Basil Thampi,1,0
Mitchell McClenaghan,Corey Anderson,1,0
Mitchell McClenaghan,Jofra Archer,1,1
Mitchell McClenaghan,Mohit Sharma,4,1
Mitchell McClenaghan,Ravichandran Ashwin,1,1
Mitchell McClenaghan,Siddarth Kaul,1,1
Moeen Ali,Basil Thampi,7,0
Moeen Ali,Rashid Khan,13,1
Moeen Ali,Sandeep Lamichhane,2,1
Moeen Ali,Sandeep Sharma,9,1
Moeen Ali,Shakib Al Hasan,3,1
Moeen Ali,Shreyas Gopal,2,1
Moeen Ali,Siddarth Kaul,9,1
Moeen Ali,Trent Boult,1,1
Mohammad Nabi,Ankit Rajpoot,2,1
Mohammad Nabi,Hardik Pandya,3,1
Mohammad Nabi,Krunal Pandya,3,1
Mohammad Nabi,Mayank Markande,4,1
Mohammed Shami,Kuldeep Yadav,3,0
Mohammed Shami,Sunil Narine,3,1
Mohammed Siraj,Ben Laughlin,4,0
Mohammed Siraj,Dwayne Bravo,3,1
Mohammed Siraj,Jaydev Unadkat,4,1
Mohammed Siraj,Jofra Archer,5,1
Mohammed Siraj,Lungi Ngidi,3,1
Mohammed Siraj,Mustafizur Rahman,3,1
Mohammed Siraj,Shardul Thakur,1,1
Mohit Sharma,Chris Woakes,2,0
Mohit Sharma,Lungi Ngidi,2,0
Mohit Sharma,Moeen Ali,4,1
Mohit Sharma,Prasidh Krishna,3,1
Mohit Sharma,Shardul Thakur,1,1
Mohit Sharma,Umesh Yadav,1,1
Mohit Sharma,Yuzvendra Chahal,1,1
Mujeeb Ur Rahman,Basil Thampi,1,0
Mujeeb Ur Rahman,Chris Woakes,1,1
Mujeeb Ur Rahman,Rashid Khan,2,1
Mujeeb Ur Rahman,Siddarth Kaul,2,1
Mujeeb Ur Rahman,Yuzvendra Chahal,1,1
Murali Vijay,Andrew Tye,1,1
Murali Vijay,Barinder Sran,8,1
Murali Vijay,Mohit Sharma,2,1
Murugan Ashwin,Harbhajan Singh,1,1
Murugan Ashwin,Ravindra Jadeja,1,1
Mustafizur Rahman,Basil Thampi,3,1
Naman Ojha,Rashid Khan,1,1
Naman Ojha,Siddarth Kaul,3,1
Nitish Rana,Avesh Khan,4,1
Nitish Rana,Ben Cutting,3,1
Nitish Rana,Ben Laughlin,10,1
Nitish Rana,Ben Stokes,10,1
Nitish Rana,Bhuvneshwar Kumar,4,1
Nitish Rana,Billy Stanlake,7,1
Nitish Rana,Carlos Brathwaite,3,1
Nitish Rana,Chris Morris,11,1
Nitish Rana,Harbhajan Singh,5,1
Nitish Rana,Hardik Pandya,17,2
Nitish Rana,Ish Sodhi,5,1
Nitish Rana,Jasprit Bumrah,7,1
Nitish Rana,Jaydev Unadkat,5,1
Nitish Rana,Jofra Archer,10,1
Nitish Rana,Khaleel Ahmed,6,1
Nitish Rana,Krishnappa Gowtham,8,1
Nitish Rana,Krunal Pandya,4,1
Nitish Rana,Kulwant Khejroliya,8,1
Nitish Rana,Liam Plunkett,2,1
Nitish Rana,Mayank Markande,12,1
Nitish Rana,Mitchell McClenaghan,3,1
Nitish Rana,Mohammed Shami,6,1
Nitish Rana,Mohammed Siraj,1,1
Nitish Rana,Mohit Sharma,5,1
Nitish Rana,Mujeeb Ur Rahman,3,1
Nitish Rana,Murugan Ashwin,4,1
Nitish Rana,Rahul Tewatia,6,1
Nitish Rana,Rashid Khan,9,1
Nitish Rana,Ravichandran Ashwin,2,1
Nitish Rana,Ravindra Jadeja,2,1
Nitish Rana,Shahbaz Nadeem,6,1
Nitish Rana,Shakib Al Hasan,4,1
Nitish Rana,Shane Watson,1,1
Nitish Rana,Shardul Thakur,6,1
Nitish Rana,Shreyas Gopal,3,1
Nitish Rana,Siddarth Kaul,4,1
Nitish Rana,Tim Southee,4,1
Nitish Rana,Trent Boult,4,1
Nitish Rana,Umesh Yadav,10,1
Nitish Rana,Vijay Shankar,4,1
Nitish Rana,Washington Sundar,5,1
Nitish Rana,Yuzvendra Chahal,5,1
Parthiv Patel,Andrew Tye,11,0
Parthiv Patel,Ankit Rajpoot,1,0
Parthiv Patel,Ben Laughlin,3,0
Parthiv Patel,Bhuvneshwar Kumar,6,0
Parthiv Patel,David Willey,6,0
Parthiv Patel,Harbhajan Singh,8,0
Parthiv Patel,Ish Sodhi,2,0
Parthiv Patel,Jaydev Unadkat,4,0
Parthiv Patel,Jofra Archer,5,0
Parthiv Patel,Krishnappa Gowtham,3,0
Parthiv Patel,Lungi Ngidi,15,0
Parthiv Patel,Marcus Stoinis,3,0
Parthiv Patel,Mohit Sharma,4,0
Parthiv Patel,Ravichandran Ashwin,3,0
Parthiv Patel,Ravindra Jadeja,10,1
Parthiv Patel,Sandeep Lamichhane,6,1
Parthiv Patel,Sandeep Sharma,6,1
Parthiv Patel,Shakib Al Hasan,5,1
Parthiv Patel,Shardul Thakur,2,1
Parthiv Patel,Shreyas Gopal,4,1
Parthiv Patel,Trent Boult,2,1
Pawan Negi,Ben Laughlin,1,1
Pawan Negi,Dwayne Bravo,1,1
Pawan Negi,Krishnappa Gowtham,2,1
Pawan Negi,Shreyas Gopal,1,1
Piyush Chawla,Andrew Tye,3,0
Piyush Chawla,Avesh Khan,1,0
Piyush Chawla,Ben Cutting,6,1
Piyush Chawla,Bhuvneshwar Kumar,3,1
Piyush Chawla,Glenn Maxwell,1,1
Piyush Chawla,Jasprit Bumrah,7,1
Piyush Chawla,Khaleel Ahmed,4,1
Piyush Chawla,Liam Plunkett,2,1
Piyush Chawla,Rahul Tewatia,3,1
Piyush Chawla,Rashid Khan,2,1
Piyush Chawla,Siddarth Kaul,4,1
Pradeep Sangwan,Rashid Khan,4,0
Pradeep Sangwan,Sandeep Sharma,1,1
Prashant Chopra,Dwayne Bravo,3,0
Prashant Chopra,Shardul Thakur,3,1
Prasidh Krishna,Mayank Markande,5,0
Prithvi Shaw,Andre Russell,7,0
Prithvi Shaw,Ankit Rajpoot,5,1
Prithvi Shaw,Barinder Sran,5,1
Prithvi Shaw,Ben Stokes,5,1
Prithvi Shaw,Bhuvneshwar Kumar,12,1
Prithvi Shaw,Deepak Chahar,13,1
Prithvi Shaw,Dhawal Kulkarni,9,1
Prithvi Shaw,Hardik Pandya,3,1
Prithvi Shaw,Jasprit Bumrah,3,1
Prithvi Shaw,Jaydev Unadkat,3,1
Prithvi Shaw,Jofra Archer,3,1
Prithvi Shaw,KM Asif,5,1
Prithvi Shaw,Krishnappa Gowtham,3,1
Prithvi Shaw,Krunal Pandya,2,1
Prithvi Shaw,Kuldeep Yadav,3,1
Prithvi Shaw,Lungi Ngidi,3,1
Prithvi Shaw,Mitchell Johnson,11,1
Prithvi Shaw,Piyush Chawla,11,1
Prithvi Shaw,Rashid Khan,5,1
Prithvi Shaw,Ravindra Jadeja,4,1
Prithvi Shaw,Sandeep Sharma,13,1
Prithvi Shaw,Shakib Al Hasan,13,1
Prithvi Shaw,Shivam Mavi,7,1
Prithvi Shaw,Shreyas Gopal,3,1
Prithvi Shaw,Siddarth Kaul,5,1
Prithvi Shaw,Sunil Narine,5,1
Prithvi Shaw,Yuzvendra Chahal,4,1
Quinton de Kock,Andrew Tye,1,0
Quinton de Kock,Axar Patel,8,0
Quinton de Kock,Ben Stokes,1,0
Quinton de Kock,D'Arcy Short,3,1
Quinton de Kock,Deepak Chahar,5,1
Quinton de Kock,Dhawal Kulkarni,1,1
Quinton de Kock,Dwayne Bravo,6,1
Quinton de Kock,Glenn Maxwell,7,1
Quinton de Kock,Harbhajan Singh,5,1
Quinton de Kock,Imran Tahir,5,1
Quinton de Kock,JP Duminy,1,1
Quinton de Kock,Jasprit Bumrah,6,1
Quinton de Kock,Jaydev Unadkat,4,1
Quinton de Kock,Krishnappa Gowtham,7,1
Quinton de Kock,Krunal Pandya,2,1
Quinton de Kock,Kuldeep Yadav,4,1
Quinton de Kock,Mitchell Johnson,3,1
Quinton de Kock,Mitchell McClenaghan,14,2
Quinton de Kock,Mohit Sharma,2,2
Quinton de Kock,Mujeeb Ur Rahman,9,2
Quinton de Kock,Mustafizur Rahman,4,2
Quinton de Kock,Piyush Chawla,10,1
Quinton de Kock,Ravichandran Ashwin,14,1
Quinton de Kock,Ravindra Jadeja,4,1
Quinton de Kock,Shahbaz Nadeem,1,1
Quinton de Kock,Shane Watson,9,1
Quinton de Kock,Shardul Thakur,3,1
Quinton de Kock,Shivam Mavi,3,1
Quinton de Kock,Shreyas Gopal,3,1
Quinton de Kock,Sunil Narine,11,1
Quinton de Kock,Trent Boult,8,1
R Vinay Kumar,Kulwant Khejroliya,4,0
Rahul Tewatia,Andrew Tye,11,1
Rahul Tewatia,Barinder Sran,10,1
Rahul Tewatia,Chris Woakes,5,1
Rahul Tewatia,Corey Anderson,3,1
Rahul Tewatia,Dwayne Bravo,1,1
Rahul Tewatia,Kuldeep Yadav,1,1
Rahul Tewatia,Lungi Ngidi,4,1
Rahul Tewatia,Mohammed Siraj,1,1
Rahul Tewatia,Mujeeb Ur Rahman,5,1
Rahul Tewatia,Ravichandran Ashwin,5,1
Rahul Tewatia,Sam Curran,1,1
Rahul Tripathi,Andre Russell,5,1
Rahul Tripathi,Andrew Tye,1,1
Rahul Tripathi,Ankit Rajpoot,2,1
Rahul Tripathi,Axar Patel,2,1
Rahul Tripathi,Billy Stanlake,4,1
Rahul Tripathi,Chris Morris,2,1
Rahul Tripathi,Chris Woakes,1,1
Rahul Tripathi,Colin de Grandhomme,10,1
Rahul Tripathi,Dwayne Bravo,6,1
Rahul Tripathi,Glenn Maxwell,2,1
Rahul Tripathi,Imran Tahir,1,1
Rahul Tripathi,Jasprit Bumrah,3,1
Rahul Tripathi,Krunal Pandya,1,1
Rahul Tripathi,Kuldeep Yadav,4,1
Rahul Tripathi,Liam Plunkett,4,1
Rahul Tripathi,Mitchell McClenaghan,5,1
Rahul Tripathi,Moeen Ali,9,1
Rahul Tripathi,Mohammed Shami,3,1
Rahul Tripathi,Mohammed Siraj,8,1
Rahul Tripathi,Mujeeb Ur Rahman,3,1
Rahul Tripathi,Nitish Rana,2,1
Rahul Tripathi,Piyush Chawla,4,1
Rahul Tripathi,Prasidh Krishna,7,1
Rahul Tripathi,Rahul Tewatia,4,1
Rahul Tripathi,Rashid Khan,4,1
Rahul Tripathi,Ravichandran Ashwin,5,1
Rahul Tripathi,Sam Curran,2,1
Rahul Tripathi,Sandeep Sharma,2,1
Rahul Tripathi,Shahbaz Nadeem,2,1
Rahul Tripathi,Shakib Al Hasan,7,1
Rahul Tripathi,Shivam Mavi,4,1
Rahul Tripathi,Siddarth Kaul,3,1
Rahul Tripathi,Sunil Narine,11,1
Rahul Tripathi,Tim Southee,10,1
Rahul Tripathi,Trent Boult,3,1
Rahul Tripathi,Umesh Yadav,9,1
Rahul Tripathi,Yuzvendra Chahal,19,1
Rashid Khan,Dwayne Bravo,3,0
Rashid Khan,Jasprit Bumrah,3,2
Rashid Khan,Jaydev Unadkat,1,2
Rashid Khan,Jofra Archer,2,1
Rashid Khan,Krunal Pandya,3,1
Rashid Khan,Mayank Markande,4,1
Rashid Khan,Mohammed Siraj,1,1
Rashid Khan,Prasidh Krishna,7,1
Rashid Khan,Shardul Thakur,1,1
Rashid Khan,Shivam Mavi,5,1
Rashid Khan,Tim Southee,2,1
Ravichandran Ashwin,Andre Russell,5,0
Ravichandran Ashwin,Chris Woakes,4,0
Ravichandran Ashwin,Dan Christian,1,0
Ravichandran Ashwin,Dwayne Bravo,2,0
Ravichandran Ashwin,Imran Tahir,4,0
Ravichandran Ashwin,Javon Searles,3,0
Ravichandran Ashwin,Krishnappa Gowtham,2,1
Ravichandran Ashwin,Kuldeep Yadav,2,1
Ravichandran Ashwin,Kulwant Khejroliya,4,1
Ravichandran Ashwin,Liam Plunkett,6,1
Ravichandran Ashwin,Lungi Ngidi,2,1
Ravichandran Ashwin,Moeen Ali,1,1
Ravichandran Ashwin,Piyush Chawla,6,1
Ravichandran Ashwin,Prasidh Krishna,4,1
Ravichandran Ashwin,Rashid Khan,1,1
Ravichandran Ashwin,Sandeep Sharma,1,1
Ravichandran Ashwin,Shakib Al Hasan,3,1
Ravichandran Ashwin,Shardul Thakur,5,1
Ravichandran Ashwin,Siddarth Kaul,1,1
Ravichandran Ashwin,Sunil Narine,4,1
Ravichandran Ashwin,Trent Boult,2,1
Ravichandran Ashwin,Umesh Yadav,3,1
Ravichandran Ashwin,Washington Sundar,6,1
Ravichandran Ashwin,Yuzvendra Chahal,4,1
Ravindra Jadeja,Amit Mishra,1,0
Ravindra Jadeja,Andre Russell,2,0
Ravindra Jadeja,Andrew Tye,3,1
Ravindra Jadeja,Barinder Sran,9,1
Ravindra Jadeja,Ben Laughlin,1,1
Ravindra Jadeja,Hardik Pandya,3,1
Ravindra Jadeja,Harshal Patel,8,1
Ravindra Jadeja,Kuldeep Yadav,3,1
Ravindra Jadeja,Mayank Markande,6,1
Ravindra Jadeja,Mohit Sharma,2,1
Ravindra Jadeja,Mustafizur Rahman,4,1
Ravindra Jadeja,Piyush Chawla,5,1
Ravindra Jadeja,R Vinay Kumar,3,1
Ravindra Jadeja,Rashid Khan,3,1
Ravindra Jadeja,Ravichandran Ashwin,1,1
Ravindra Jadeja,Sam Curran,2,1
Ravindra Jadeja,Sandeep Lamichhane,4,1
Ravindra Jadeja,Sandeep Sharma,2,1
Ravindra Jadeja,Shivam Mavi,2,1
Ravindra Jadeja,Sunil Narine,5,1
Ravindra Jadeja,Trent Boult,5,1
Ravindra Jadeja,Umesh Yadav,3,1
Ravindra Jadeja,Yuzvendra Chahal,3,1
Ricky Bhui,Deepak Chahar,5,1
Rinku Singh,Chris Woakes,5,1
Rinku Singh,Harbhajan Singh,9,1
Rinku Singh,Hardik Pandya,1,1
Rinku Singh,Jasprit Bumrah,2,1
Rinku Singh,Ravindra Jadeja,11,1
Rinku Singh,Shane Watson,1,1
Rinku Singh,Shardul Thakur,3,1
Rinku Singh,Washington Sundar,2,1
Rishabh Pant,Akila Dananjaya,7,0
Rishabh Pant,Andre Russell,9,1
Rishabh Pant,Andrew Tye,7,1
Rishabh Pant,Ben Cutting,8,1
Rishabh Pant,Ben Laughlin,3,1
Rishabh Pant,Ben Stokes,9,1
Rishabh Pant,Bhuvneshwar Kumar,16,1
Rishabh Pant,Chris Woakes,12,1
Rishabh Pant,Colin de Grandhomme,2,1
Rishabh Pant,Corey Anderson,3,1
Rishabh Pant,Deepak Chahar,1,1
Rishabh Pant,Dhawal Kulkarni,11,1
Rishabh Pant,Dwayne Bravo,14,1
Rishabh Pant,Harbhajan Singh,24,1
Rishabh Pant,Hardik Pandya,11,1
Rishabh Pant,Jasprit Bumrah,9,1
Rishabh Pant,Jaydev Unadkat,11,2
Rishabh Pant,Jofra Archer,2,2
Rishabh Pant,KM Asif,5,2
Rishabh Pant,Krishnappa Gowtham,8,2
Rishabh Pant,Krunal Pandya,8,2
Rishabh Pant,Kuldeep Yadav,1,1
Rishabh Pant,Lungi Ngidi,6,2
Rishabh Pant,Mayank Markande,17,2
Rishabh Pant,Moeen Ali,12,1
Rishabh Pant,Mohammed Siraj,18,1
Rishabh Pant,Mohit Sharma,3,1
Rishabh Pant,Mujeeb Ur Rahman,3,2
Rishabh Pant,Mustafizur Rahman,10,2
Rishabh Pant,Piyush Chawla,5,2
Rishabh Pant,Rashid Khan,21,1
Rishabh Pant,Ravichandran Ashwin,7,1
Rishabh Pant,Ravindra Jadeja,14,1
Rishabh Pant,Sam Curran,3,1
Rishabh Pant,Sandeep Sharma,12,1
Rishabh Pant,Shakib Al Hasan,12,1
Rishabh Pant,Shane Watson,4,1
Rishabh Pant,Shardul Thakur,6,1
Rishabh Pant,Shivam Mavi,8,1
Rishabh Pant,Shreyas Gopal,4,1
Rishabh Pant,Siddarth Kaul,23,1
Rishabh Pant,Sunil Narine,5,1
Rishabh Pant,Tim Southee,8,1
Rishabh Pant,Umesh Yadav,6,1
Rishabh Pant,Washington Sundar,12,1
Rishabh Pant,Yuzvendra Chahal,12,1
Robin Uthappa,Andrew Tye,9,1
Robin Uthappa,Ankit Rajpoot,5,1
Robin Uthappa,Axar Patel,5,1
Robin Uthappa,Barinder Sran,3,1
Robin Uthappa,Ben Cutting,9,1
Robin Uthappa,Ben Laughlin,5,1
Robin Uthappa,Ben Stokes,11,1
Robin Uthappa,Bhuvneshwar Kumar,16,1
Robin Uthappa,Billy Stanlake,1,1
Robin Uthappa,Carlos Brathwaite,3,1
Robin Uthappa,Dhawal Kulkarni,1,1
Robin Uthappa,Glenn Maxwell,1,1
Robin Uthappa,Harbhajan Singh,3,1
Robin Uthappa,Hardik Pandya,8,1
Robin Uthappa,Imran Tahir,4,1
Robin Uthappa,Jasprit Bumrah,5,1
Robin Uthappa,Jaydev Unadkat,6,1
Robin Uthappa,Jofra Archer,9,1
Robin Uthappa,KM Asif,3,1
Robin Uthappa,Krishnappa Gowtham,14,2
Robin Uthappa,Krunal Pandya,15,1
Robin Uthappa,Kulwant Khejroliya,3,1
Robin Uthappa,Lungi Ngidi,2,1
Robin Uthappa,Mayank Markande,8,2
Robin Uthappa,Mitchell McClenaghan,4,2
Robin Uthappa,Mohammed Siraj,4,2
Robin Uthappa,Mujeeb Ur Rahman,6,2
Robin Uthappa,Murugan Ashwin,10,1
Robin Uthappa,Rahul Tewatia,3,1
Robin Uthappa,Rashid Khan,13,1
Robin Uthappa,Ravichandran Ashwin,14,1
Robin Uthappa,Ravindra Jadeja,4,1
Robin Uthappa,Sandeep Sharma,3,1
Robin Uthappa,Shahbaz Nadeem,10,1
Robin Uthappa,Shakib Al Hasan,9,1
Robin Uthappa,Shane Watson,10,1
Robin Uthappa,Shreyas Gopal,6,1
Robin Uthappa,Siddarth Kaul,5,1
Robin Uthappa,Trent Boult,7,1
Robin Uthappa,Umesh Yadav,8,1
Robin Uthappa,Washington Sundar,5,1
Robin Uthappa,Yuzvendra Chahal,4,1
Rohit Sharma,Amit Mishra,2,0
Rohit Sharma,Andre Russell,7,0
Rohit Sharma,Andrew Tye,6,0
Rohit Sharma,Ankit Rajpoot,2,1
Rohit Sharma,Axar Patel,3,1
Rohit Sharma,Billy Stanlake,6,1
Rohit Sharma,Chris Woakes,4,1
Rohit Sharma,Corey Anderson,20,1
Rohit Sharma,Dan Christian,3,1
Rohit Sharma,Deepak Chahar,8,1
Rohit Sharma,Dwayne Bravo,9,1
Rohit Sharma,Glenn Maxwell,2,1
Rohit Sharma,Harbhajan Singh,3,1
Rohit Sharma,Harshal Patel,4,1
Rohit Sharma,Imran Tahir,4,1
Rohit Sharma,Jaydev Unadkat,1,1
Rohit Sharma,Jofra Archer,1,1
Rohit Sharma,Kuldeep Yadav,6,1
Rohit Sharma,Marcus Stoinis,2,1
Rohit Sharma,Mohammed Shami,3,1
Rohit Sharma,Mohammed Siraj,5,1
Rohit Sharma,Mujeeb Ur Rahman,8,1
Rohit Sharma,Piyush Chawla,10,1
Rohit Sharma,Prasidh Krishna,5,1
Rohit Sharma,Rahul Tewatia,6,1
Rohit Sharma,Ravichandran Ashwin,4,1
Rohit Sharma,Sam Curran,3,1
Rohit Sharma,Sandeep Lamichhane,2,1
Rohit Sharma,Sandeep Sharma,9,1
Rohit Sharma,Shakib Al Hasan,1,1
Rohit Sharma,Shane Watson,22,1
Rohit Sharma,Shardul Thakur,8,1
Rohit Sharma,Sunil Narine,12,1
Rohit Sharma,Trent Boult,6,1
Rohit Sharma,Umesh Yadav,15,1
Rohit Sharma,Washington Sundar,7,1
Rohit Sharma,Yuzvendra Chahal,4,1
Sam Billings,Amit Mishra,1,1
Sam Billings,Andre Russell,4,1
Sam Billings,Andrew Tye,3,1
Sam Billings,Ankit Rajpoot,1,1
Sam Billings,Ben Stokes,8,1
Sam Billings,Hardik Pandya,2,1
Sam Billings,Ish Sodhi,4,1
Sam Billings,Jasprit Bumrah,2,1
Sam Billings,Jaydev Unadkat,8,1
Sam Billings,Jofra Archer,5,1
Sam Billings,Kuldeep Yadav,2,1
Sam Billings,Mitchell McClenaghan,1,1
Sam Billings,Mujeeb Ur Rahman,2,1
Sam Billings,Piyush Chawla,6,1
Sam Billings,Ravichandran Ashwin,3,1
Sam Billings,Sam Curran,7,1
Sam Billings,Sandeep Lamichhane,4,1
Sam Billings,Shreyas Gopal,4,1
Sam Billings,Sunil Narine,4,1
Sam Billings,Umesh Yadav,5,1
Sam Billings,Yuzvendra Chahal,2,1
Sam Curran,Andrew Tye,2,1
Sam Curran,Barinder Sran,1,1
Sam Curran,Ben Cutting,6,1
Sam Curran,Chris Morris,1,1
Sam Curran,Dwayne Bravo,1,1
Sam Curran,Hardik Pandya,3,1
Sam Curran,Jasprit Bumrah,3,1
Sam Curran,Krunal Pandya,2,1
Sam Curran,Mayank Markande,2,1
Sam Curran,Mitchell McClenaghan,1,1
Sam Curran,Rahul Tewatia,2,1
Sam Curran,Shane Watson,1,1
Sam Curran,Shardul Thakur,3,1
Sandeep Sharma,Mustafizur Rahman,3,1
Sandeep Sharma,Tim Southee,1,1
Sanju Samson,Amit Mishra,1,0
Sanju Samson,Andre Russell,2,0
Sanju Samson,Andrew Tye,5,1
Sanju Samson,Axar Patel,9,1
Sanju Samson,Basil Thampi,6,1
Sanju Samson,Bhuvneshwar Kumar,5,1
Sanju Samson,Billy Stanlake,15,1
Sanju Samson,Chris Morris,3,1
Sanju Samson,Chris Woakes,8,1
Sanju Samson,David Willey,4,1
Sanju Samson,Deepak Chahar,2,1
Sanju Samson,Dwayne Bravo,6,1
Sanju Samson,Hardik Pandya,12,1
Sanju Samson,Jasprit Bumrah,6,1
Sanju Samson,Javon Searles,4,1
Sanju Samson,Karn Sharma,2,1
Sanju Samson,Krunal Pandya,12,1
Sanju Samson,Kuldeep Yadav,17,1
Sanju Samson,Kulwant Khejroliya,9,1
Sanju Samson,Liam Plunkett,3,1
Sanju Samson,Marcus Stoinis,4,1
Sanju Samson,Mayank Markande,10,1
Sanju Samson,Mitchell McClenaghan,6,1
Sanju Samson,Mohammed Shami,1,1
Sanju Samson,Mujeeb Ur Rahman,8,1
Sanju Samson,Mustafizur Rahman,9,1
Sanju Samson,Nitish Rana,1,1
Sanju Samson,Pawan Negi,4,1
Sanju Samson,Piyush Chawla,10,1
Sanju Samson,Prasidh Krishna,4,1
Sanju Samson,Rahul Tewatia,6,1
Sanju Samson,Rashid Khan,7,1
Sanju Samson,Ravichandran Ashwin,15,1
Sanju Samson,Ravindra Jadeja,3,1
Sanju Samson,Sandeep Sharma,8,1
Sanju Samson,Shahbaz Nadeem,8,1
Sanju Samson,Shakib Al Hasan,19,1
Sanju Samson,Shardul Thakur,9,1
