batsmen,bowler,delivery,0s,1s,2s,3s,4s,5s,6s
Manoj Tiwary,Lungi Ngidi,2,1,1,1,0,1,0,1
Manoj Tiwary,Lungi Ngidi,3,1,1,1,0,1,0,1
Manoj Tiwary,Lungi Ngidi,4,1,1,1,0,1,0,1
Manoj Tiwary,Lungi Ngidi,5,1,1,1,0,1,0,1
Manoj Tiwary,Mahipal Lomror,4,1,1,1,0,1,0,1
Manoj Tiwary,Mahipal Lomror,6,1,1,1,0,1,0,1
Manoj Tiwary,Mitchell McClenaghan,7,1,1,1,0,1,0,1
Manoj Tiwary,Rashid Khan,5,1,1,1,0,1,0,1
Manoj Tiwary,Rashid Khan,6,1,1,1,0,1,0,1
Manoj Tiwary,Ravindra Jadeja,1,1,1,1,0,1,0,1
Manoj Tiwary,Sandeep Sharma,2,1,1,1,0,1,0,1
Manoj Tiwary,Sandeep Sharma,3,1,1,1,0,1,0,1
Manoj Tiwary,Shakib Al Hasan,4,1,1,1,0,1,0,1
Manoj Tiwary,Shardul Thakur,1,1,1,1,0,1,0,1
Manoj Tiwary,Shardul Thakur,2,1,1,1,0,1,0,1
Manoj Tiwary,Shardul Thakur,3,2,1,1,0,1,0,1
Manoj Tiwary,Shardul Thakur,4,2,2,1,0,1,0,1
Manoj Tiwary,Shardul Thakur,5,1,2,1,0,1,0,1
Manoj Tiwary,Shardul Thakur,6,1,2,1,1,1,0,1
Marcus Stoinis,Anureet Singh,4,1,0,0,0,0,0,0
Marcus Stoinis,Anureet Singh,5,1,1,0,0,0,0,0
Marcus Stoinis,Ben Cutting,2,1,1,0,0,0,0,0
Marcus Stoinis,Ben Cutting,4,1,1,0,0,0,0,0
Marcus Stoinis,Ben Stokes,2,1,1,0,0,0,0,0
Marcus Stoinis,Ben Stokes,6,1,1,0,0,0,0,0
Marcus Stoinis,Chris Morris,1,1,1,0,0,0,0,0
Marcus Stoinis,Chris Morris,2,1,1,0,0,0,0,0
Marcus Stoinis,Chris Morris,3,1,1,0,0,0,0,0
Marcus Stoinis,Chris Morris,5,1,1,0,0,0,0,0
Marcus Stoinis,Dan Christian,5,1,1,1,0,0,0,0
Marcus Stoinis,Dan Christian,6,1,1,1,0,0,0,0
Marcus Stoinis,Hardik Pandya,1,1,1,1,0,0,0,0
Marcus Stoinis,Hardik Pandya,2,1,1,1,0,0,0,1
Marcus Stoinis,Hardik Pandya,3,1,1,1,0,1,0,1
Marcus Stoinis,Hardik Pandya,4,1,1,1,0,1,0,1
Marcus Stoinis,Hardik Pandya,6,1,1,1,0,1,0,1
Marcus Stoinis,Hardik Pandya,7,1,1,1,0,1,0,1
Marcus Stoinis,Ish Sodhi,1,1,1,1,0,1,0,1
Marcus Stoinis,Ish Sodhi,5,1,1,1,0,1,0,1
Marcus Stoinis,Jasprit Bumrah,1,1,1,1,0,1,0,1
Marcus Stoinis,Jasprit Bumrah,2,1,2,1,0,1,0,1
Marcus Stoinis,Jasprit Bumrah,3,1,1,1,0,1,0,1
Marcus Stoinis,Jasprit Bumrah,4,1,1,1,0,1,0,1
Marcus Stoinis,Jasprit Bumrah,5,1,1,1,0,1,0,1
Marcus Stoinis,Jasprit Bumrah,6,1,1,1,0,1,0,1
Marcus Stoinis,Jaydev Unadkat,1,1,1,1,0,1,0,1
Marcus Stoinis,Jaydev Unadkat,2,1,1,1,0,1,0,1
Marcus Stoinis,Jaydev Unadkat,3,1,1,1,0,1,0,1
Marcus Stoinis,Jaydev Unadkat,4,1,1,1,0,1,0,1
Marcus Stoinis,Jaydev Unadkat,5,1,1,1,0,1,0,1
Marcus Stoinis,Jaydev Unadkat,6,2,1,1,0,1,0,1
Marcus Stoinis,Jofra Archer,1,2,1,1,0,1,0,1
Marcus Stoinis,Jofra Archer,2,2,1,1,0,1,0,1
Marcus Stoinis,Jofra Archer,3,2,2,1,0,1,0,1
Marcus Stoinis,Jofra Archer,5,1,2,1,0,1,0,1
Marcus Stoinis,Jofra Archer,6,1,2,1,0,1,0,1
Marcus Stoinis,Krishnappa Gowtham,6,1,2,1,0,1,0,1
Marcus Stoinis,Kulwant Khejroliya,3,1,1,1,0,1,0,1
Marcus Stoinis,Kulwant Khejroliya,5,1,1,1,0,1,0,1
Marcus Stoinis,Mohammed Siraj,3,1,1,1,0,1,0,1
Marcus Stoinis,Rahul Tewatia,1,1,1,1,0,1,0,1
Marcus Stoinis,Rahul Tewatia,2,1,1,1,0,1,0,1
Marcus Stoinis,Rahul Tewatia,4,1,1,1,0,1,0,1
Marcus Stoinis,Rahul Tewatia,5,1,1,1,0,1,0,1
Marcus Stoinis,Rahul Tewatia,6,1,1,1,1,1,0,1
Marcus Stoinis,Shreyas Gopal,3,1,1,1,1,1,0,1
Marcus Stoinis,Shreyas Gopal,4,1,1,1,1,1,0,1
Marcus Stoinis,Shreyas Gopal,5,1,1,1,1,1,0,1
Marcus Stoinis,Shreyas Gopal,6,1,1,1,1,1,0,1
Marcus Stoinis,Trent Boult,1,1,1,1,1,1,0,1
Marcus Stoinis,Trent Boult,3,1,1,1,1,1,0,1
Marcus Stoinis,Trent Boult,5,1,1,1,1,1,0,1
Marcus Stoinis,Trent Boult,6,1,1,1,1,1,0,1
Marcus Stoinis,Washington Sundar,1,1,1,1,1,1,0,1
Marcus Stoinis,Washington Sundar,2,1,1,1,1,1,0,1
Marcus Stoinis,Washington Sundar,3,1,1,1,1,1,0,1
Marcus Stoinis,Washington Sundar,4,1,1,1,1,1,0,1
Marcus Stoinis,Washington Sundar,6,1,1,1,1,1,0,1
Marcus Stoinis,Yuzvendra Chahal,2,1,1,1,1,1,0,1
Marcus Stoinis,Yuzvendra Chahal,5,1,1,1,1,1,0,1
Mark Wood,Hardik Pandya,2,0,1,0,0,0,0,0
Mark Wood,Hardik Pandya,3,0,1,0,0,0,0,0
Mark Wood,Hardik Pandya,4,1,1,0,0,0,0,0
Mark Wood,Hardik Pandya,5,1,1,0,0,0,0,0
Mark Wood,Jasprit Bumrah,4,1,1,0,0,0,0,0
Mayank Agarwal,Andre Russell,5,1,0,0,0,0,0,0
Mayank Agarwal,Avesh Khan,3,1,0,0,0,1,0,0
Mayank Agarwal,Avesh Khan,4,1,2,0,0,1,0,0
Mayank Agarwal,Avesh Khan,5,1,2,1,0,1,0,0
Mayank Agarwal,Avesh Khan,6,1,1,1,0,1,0,0
Mayank Agarwal,Basil Thampi,1,1,1,1,0,1,0,0
Mayank Agarwal,Basil Thampi,3,1,1,1,0,1,0,0
Mayank Agarwal,Basil Thampi,4,1,1,1,0,1,0,0
Mayank Agarwal,Basil Thampi,5,1,1,1,0,1,0,0
Mayank Agarwal,Ben Cutting,1,1,1,1,0,1,0,0
Mayank Agarwal,Ben Cutting,3,1,1,1,0,1,0,0
Mayank Agarwal,Ben Cutting,5,1,1,1,0,1,0,1
Mayank Agarwal,Ben Cutting,6,1,1,1,0,1,0,1
Mayank Agarwal,Ben Stokes,1,1,1,1,0,1,0,1
Mayank Agarwal,Ben Stokes,4,1,1,1,0,1,0,1
Mayank Agarwal,Chris Morris,1,1,1,1,0,1,0,1
Mayank Agarwal,Chris Morris,2,1,1,1,0,1,0,1
Mayank Agarwal,Colin de Grandhomme,1,1,1,1,0,1,0,1
Mayank Agarwal,Colin de Grandhomme,2,1,1,1,0,1,0,1
Mayank Agarwal,Colin de Grandhomme,5,1,1,1,0,1,0,1
Mayank Agarwal,Colin de Grandhomme,6,1,1,1,0,1,0,1
Mayank Agarwal,Dan Christian,1,1,1,1,0,1,0,1
Mayank Agarwal,Dan Christian,4,1,1,1,0,1,0,1
Mayank Agarwal,Deepak Hooda,4,1,1,1,0,1,0,1
Mayank Agarwal,Deepak Hooda,5,1,1,1,0,1,0,1
Mayank Agarwal,Deepak Hooda,7,1,1,1,0,1,0,1
Mayank Agarwal,Dwayne Bravo,1,1,2,1,0,1,0,1
Mayank Agarwal,Dwayne Bravo,3,1,2,1,0,1,0,1
Mayank Agarwal,Dwayne Bravo,5,1,2,1,0,1,0,1
Mayank Agarwal,Dwayne Bravo,6,1,1,1,0,1,0,1
Mayank Agarwal,Harbhajan Singh,1,1,1,1,0,1,0,1
Mayank Agarwal,Harbhajan Singh,3,1,1,1,0,1,0,1
Mayank Agarwal,Harbhajan Singh,4,1,1,1,0,1,0,1
Mayank Agarwal,Harbhajan Singh,5,1,1,1,0,1,0,1
Mayank Agarwal,Hardik Pandya,5,1,1,1,0,1,0,1
Mayank Agarwal,Imran Tahir,1,1,1,1,0,1,0,1
Mayank Agarwal,Jasprit Bumrah,1,1,1,1,0,1,0,1
Mayank Agarwal,Jasprit Bumrah,4,1,1,1,0,1,0,1
Mayank Agarwal,Jofra Archer,3,1,1,1,0,1,0,1
Mayank Agarwal,Kulwant Khejroliya,1,1,1,1,0,1,0,1
Mayank Agarwal,Kulwant Khejroliya,2,1,1,1,0,1,0,1
Mayank Agarwal,Kulwant Khejroliya,3,1,1,1,0,1,0,1
Mayank Agarwal,Kulwant Khejroliya,5,1,1,1,0,1,0,1
Mayank Agarwal,Kulwant Khejroliya,6,1,1,1,0,1,0,1
Mayank Agarwal,Liam Plunkett,1,1,1,1,0,1,0,1
Mayank Agarwal,Liam Plunkett,3,1,1,1,0,1,0,1
Mayank Agarwal,Liam Plunkett,5,1,1,1,0,1,0,1
Mayank Agarwal,Liam Plunkett,6,1,1,1,0,1,0,1
Mayank Agarwal,Mohammed Shami,1,1,1,1,0,1,0,1
Mayank Agarwal,Mohammed Shami,2,1,1,1,0,1,0,1
Mayank Agarwal,Mohammed Shami,6,1,1,1,0,1,0,1
Mayank Agarwal,Mohammed Siraj,4,1,1,1,0,1,0,1
Mayank Agarwal,Rashid Khan,2,1,1,1,0,1,0,1
Mayank Agarwal,Rashid Khan,4,1,1,1,0,1,0,1
Mayank Agarwal,Rashid Khan,5,1,1,1,0,1,0,1
Mayank Agarwal,Rashid Khan,6,1,1,1,0,1,0,1
Mayank Agarwal,Shakib Al Hasan,1,1,1,1,0,1,0,1
Mayank Agarwal,Shakib Al Hasan,2,1,1,1,0,1,0,1
Mayank Agarwal,Shakib Al Hasan,4,1,1,1,0,1,0,1
Mayank Agarwal,Shakib Al Hasan,5,1,2,1,0,1,0,1
Mayank Agarwal,Shane Watson,1,1,2,1,0,1,0,1
Mayank Agarwal,Shane Watson,2,1,1,1,0,1,0,1
Mayank Agarwal,Shane Watson,3,1,1,1,0,1,0,1
Mayank Agarwal,Shane Watson,4,1,1,1,0,1,0,1
Mayank Agarwal,Shane Watson,5,1,1,1,0,1,0,1
Mayank Agarwal,Shane Watson,6,1,1,1,0,1,0,1
Mayank Agarwal,Shivam Mavi,1,1,1,1,0,1,0,1
Mayank Agarwal,Siddarth Kaul,1,1,1,1,0,1,0,1
Mayank Agarwal,Siddarth Kaul,2,2,1,1,0,1,0,1
Mayank Agarwal,Siddarth Kaul,3,2,1,1,0,1,0,1
Mayank Agarwal,Siddarth Kaul,5,2,1,1,0,1,0,1
Mayank Agarwal,Sunil Narine,5,2,1,1,0,1,0,1
Mayank Agarwal,Trent Boult,1,2,1,1,0,1,0,1
Mayank Agarwal,Trent Boult,2,2,1,1,0,1,0,1
Mayank Agarwal,Trent Boult,3,2,1,1,0,1,0,1
Mayank Agarwal,Trent Boult,6,1,1,1,0,1,0,1
Mayank Agarwal,Umesh Yadav,1,1,1,1,0,1,0,1
Mayank Agarwal,Umesh Yadav,2,1,1,1,0,1,0,1
Mayank Agarwal,Umesh Yadav,3,1,1,1,0,1,0,1
Mayank Agarwal,Umesh Yadav,4,1,1,1,0,1,0,1
Mayank Agarwal,Umesh Yadav,5,1,1,1,0,1,0,1
Mayank Agarwal,Yuzvendra Chahal,6,1,1,1,0,1,0,1
Mayank Markande,Amit Mishra,6,1,0,0,0,0,0,0
Mayank Markande,Andrew Tye,4,1,1,0,0,0,0,0
Mayank Markande,Jofra Archer,6,1,1,0,0,0,0,0
Mayank Markande,Liam Plunkett,6,1,1,0,0,0,0,0
Mayank Markande,Mohit Sharma,1,1,1,0,0,1,0,0
Mayank Markande,Mohit Sharma,2,1,1,0,0,1,0,0
Mayank Markande,Mohit Sharma,6,1,1,0,0,1,0,0
Mayank Markande,Mohit Sharma,8,1,1,0,0,1,0,0
Mayank Markande,Sandeep Lamichhane,3,1,1,0,0,1,0,0
Mayank Markande,Sandeep Lamichhane,4,1,1,0,0,1,0,0
Mayank Markande,Sandeep Lamichhane,5,1,1,0,0,1,0,0
Mayank Markande,Sandeep Lamichhane,6,1,1,0,0,1,0,0
Mayank Markande,Sandeep Lamichhane,7,1,1,1,0,1,0,0
Mayank Markande,Siddarth Kaul,3,1,2,1,0,1,0,0
Mayank Markande,Siddarth Kaul,5,1,1,1,0,1,0,0
Mayank Markande,Siddarth Kaul,6,1,1,1,0,1,0,0
Mayank Markande,Siddarth Kaul,7,1,1,1,0,1,0,0
Mayank Markande,Trent Boult,2,1,1,1,0,1,0,0
Mayank Markande,Trent Boult,3,1,1,1,0,1,0,0
Mayank Markande,Trent Boult,4,1,1,1,0,1,0,0
Mayank Markande,Trent Boult,6,1,1,1,0,1,0,0
Mitchell Johnson,Avesh Khan,6,0,1,0,0,0,0,0
Mitchell Johnson,Bhuvneshwar Kumar,5,1,1,0,0,0,0,0
Mitchell Johnson,Bhuvneshwar Kumar,6,1,1,1,0,0,0,0
Mitchell Johnson,Bhuvneshwar Kumar,8,1,1,1,0,0,0,0
Mitchell Johnson,Glenn Maxwell,1,1,1,1,0,0,0,0
Mitchell Johnson,Glenn Maxwell,3,1,1,1,0,0,0,0
Mitchell Johnson,Siddarth Kaul,3,1,1,1,0,0,0,0
Mitchell Johnson,Siddarth Kaul,4,1,1,1,0,0,0,0
Mitchell Johnson,Trent Boult,1,1,1,1,0,0,0,0
Mitchell Johnson,Trent Boult,6,1,1,1,0,1,0,0
Mitchell Johnson,Trent Boult,7,1,1,1,0,1,0,0
Mitchell McClenaghan,Andrew Tye,5,0,0,0,0,1,0,0
Mitchell McClenaghan,Andrew Tye,6,1,0,0,0,1,0,0
Mitchell McClenaghan,Andrew Tye,7,1,0,0,0,1,0,0
Mitchell McClenaghan,Basil Thampi,6,1,0,0,0,1,0,0
Mitchell McClenaghan,Corey Anderson,7,1,0,1,0,1,0,0
Mitchell McClenaghan,Jofra Archer,5,1,0,1,0,1,0,0
Mitchell McClenaghan,Mohit Sharma,3,1,1,1,0,1,0,0
Mitchell McClenaghan,Mohit Sharma,4,1,1,1,0,1,0,0
Mitchell McClenaghan,Mohit Sharma,5,1,1,1,0,1,0,0
Mitchell McClenaghan,Mohit Sharma,7,1,1,1,0,1,0,0
Mitchell McClenaghan,Ravichandran Ashwin,6,1,1,1,0,1,0,1
Mitchell McClenaghan,Siddarth Kaul,2,1,1,1,0,1,0,1
Moeen Ali,Basil Thampi,1,0,0,0,0,1,0,1
Moeen Ali,Basil Thampi,2,0,1,0,0,1,0,1
Moeen Ali,Basil Thampi,3,0,1,0,0,1,0,1
Moeen Ali,Basil Thampi,6,0,1,0,0,1,0,1
Moeen Ali,Basil Thampi,7,0,1,0,0,1,0,1
Moeen Ali,Rashid Khan,1,0,2,0,0,1,0,1
Moeen Ali,Rashid Khan,2,0,1,1,0,1,0,1
Moeen Ali,Rashid Khan,3,0,1,1,0,1,0,1
Moeen Ali,Rashid Khan,4,2,1,1,0,1,0,1
Moeen Ali,Rashid Khan,5,1,1,1,0,1,0,1
Moeen Ali,Rashid Khan,6,1,2,1,0,1,0,1
Moeen Ali,Sandeep Lamichhane,2,1,2,1,0,1,0,1
Moeen Ali,Sandeep Lamichhane,3,1,1,1,0,1,0,1
Moeen Ali,Sandeep Sharma,1,1,1,1,0,1,0,1
Moeen Ali,Sandeep Sharma,2,1,1,1,0,1,0,1
Moeen Ali,Sandeep Sharma,3,1,1,1,0,1,0,1
Moeen Ali,Sandeep Sharma,5,1,1,1,0,1,0,1
Moeen Ali,Sandeep Sharma,6,1,1,1,0,1,0,1
Moeen Ali,Sandeep Sharma,7,1,1,1,0,1,0,1
Moeen Ali,Shakib Al Hasan,1,1,1,1,0,1,0,1
Moeen Ali,Shakib Al Hasan,3,1,1,1,0,1,0,1
Moeen Ali,Shakib Al Hasan,6,1,1,1,0,1,0,1
Moeen Ali,Shreyas Gopal,4,1,1,1,0,1,0,1
Moeen Ali,Shreyas Gopal,6,1,1,1,0,1,0,1
Moeen Ali,Siddarth Kaul,1,1,1,1,0,1,0,1
Moeen Ali,Siddarth Kaul,2,2,1,1,0,1,0,1
Moeen Ali,Siddarth Kaul,3,1,1,1,0,1,0,1
Moeen Ali,Siddarth Kaul,4,1,1,1,0,1,0,1
Moeen Ali,Siddarth Kaul,5,1,1,1,0,1,0,1
Moeen Ali,Siddarth Kaul,6,1,1,1,0,1,0,1
Moeen Ali,Trent Boult,1,1,1,1,0,1,0,1
Mohammad Nabi,Ankit Rajpoot,5,0,0,0,0,1,0,0
Mohammad Nabi,Ankit Rajpoot,6,1,0,0,0,1,0,0
Mohammad Nabi,Hardik Pandya,2,1,1,0,0,1,0,0
Mohammad Nabi,Hardik Pandya,4,1,1,0,0,1,0,0
Mohammad Nabi,Hardik Pandya,5,1,1,0,0,1,0,0
Mohammad Nabi,Krunal Pandya,1,1,1,0,0,1,0,0
Mohammad Nabi,Krunal Pandya,3,1,1,0,0,1,0,0
Mohammad Nabi,Krunal Pandya,4,1,1,0,0,1,0,0
Mohammad Nabi,Mayank Markande,1,1,1,0,0,1,0,0
Mohammad Nabi,Mayank Markande,2,1,1,0,0,1,0,0
Mohammad Nabi,Mayank Markande,5,1,1,0,0,1,0,0
Mohammed Shami,Kuldeep Yadav,2,0,1,0,0,0,0,0
Mohammed Shami,Kuldeep Yadav,5,1,1,0,0,0,0,0
Mohammed Shami,Kuldeep Yadav,6,1,1,0,0,1,0,0
Mohammed Shami,Sunil Narine,3,1,1,0,0,1,0,0
Mohammed Shami,Sunil Narine,4,1,1,0,0,1,0,0
Mohammed Shami,Sunil Narine,5,1,1,0,0,1,0,0
Mohammed Siraj,Ben Laughlin,3,1,0,0,0,0,0,0
Mohammed Siraj,Ben Laughlin,4,1,0,0,0,0,0,0
Mohammed Siraj,Ben Laughlin,5,1,0,0,0,1,0,0
Mohammed Siraj,Ben Laughlin,6,1,1,0,0,1,0,0
Mohammed Siraj,Dwayne Bravo,3,1,1,0,0,1,0,0
Mohammed Siraj,Dwayne Bravo,5,1,1,0,0,1,0,0
Mohammed Siraj,Dwayne Bravo,6,1,1,0,0,1,0,0
Mohammed Siraj,Jaydev Unadkat,1,1,1,0,0,1,0,0
Mohammed Siraj,Jaydev Unadkat,2,1,1,0,0,1,0,0
Mohammed Siraj,Jaydev Unadkat,4,1,1,0,0,1,0,0
Mohammed Siraj,Jofra Archer,1,1,1,0,0,1,0,0
Mohammed Siraj,Jofra Archer,2,1,1,0,0,1,0,0
Mohammed Siraj,Jofra Archer,3,1,1,0,0,1,0,0
Mohammed Siraj,Jofra Archer,5,1,1,0,0,1,0,0
Mohammed Siraj,Jofra Archer,6,1,1,0,0,1,0,0
Mohammed Siraj,Lungi Ngidi,3,1,1,0,0,1,0,0
Mohammed Siraj,Lungi Ngidi,4,1,1,0,0,1,0,0
Mohammed Siraj,Lungi Ngidi,5,1,1,0,0,1,0,0
Mohammed Siraj,Mustafizur Rahman,3,1,1,0,0,1,0,0
Mohammed Siraj,Mustafizur Rahman,5,1,1,0,0,1,0,1
Mohammed Siraj,Mustafizur Rahman,6,1,1,0,0,1,0,1
Mohammed Siraj,Shardul Thakur,6,1,1,0,0,1,0,1
Mohit Sharma,Chris Woakes,1,0,1,0,0,0,0,0
Mohit Sharma,Chris Woakes,2,0,1,0,0,0,0,0
Mohit Sharma,Lungi Ngidi,5,1,1,0,0,0,0,0
Mohit Sharma,Lungi Ngidi,6,1,1,0,0,0,0,0
Mohit Sharma,Moeen Ali,1,1,1,0,0,0,0,0
Mohit Sharma,Moeen Ali,3,1,1,0,0,0,0,0
Mohit Sharma,Moeen Ali,5,1,1,0,0,0,0,0
Mohit Sharma,Moeen Ali,6,1,1,0,0,0,0,0
Mohit Sharma,Prasidh Krishna,5,1,1,0,0,1,0,0
Mohit Sharma,Prasidh Krishna,6,1,1,0,0,1,0,0
Mohit Sharma,Prasidh Krishna,7,1,1,0,0,1,0,0
Mohit Sharma,Shardul Thakur,3,1,1,0,0,1,0,0
Mohit Sharma,Umesh Yadav,5,1,1,0,0,1,0,0
Mohit Sharma,Yuzvendra Chahal,2,1,1,0,0,1,0,0
Mujeeb Ur Rahman,Basil Thampi,1,0,1,0,0,0,0,0
Mujeeb Ur Rahman,Chris Woakes,3,1,1,0,0,0,0,0
Mujeeb Ur Rahman,Rashid Khan,5,1,1,0,0,1,0,0
Mujeeb Ur Rahman,Rashid Khan,6,1,1,0,0,1,0,0
Mujeeb Ur Rahman,Siddarth Kaul,2,1,1,0,0,1,0,0
Mujeeb Ur Rahman,Siddarth Kaul,4,1,1,0,0,1,0,0
Mujeeb Ur Rahman,Yuzvendra Chahal,6,1,1,0,0,1,0,0
Murali Vijay,Andrew Tye,1,1,0,0,0,0,0,0
Murali Vijay,Barinder Sran,1,1,0,0,0,0,0,0
Murali Vijay,Barinder Sran,2,1,1,0,0,0,0,0
Murali Vijay,Barinder Sran,3,1,1,0,0,0,0,0
Murali Vijay,Barinder Sran,4,1,1,0,0,0,0,0
Murali Vijay,Barinder Sran,5,1,1,1,0,0,0,0
Murali Vijay,Barinder Sran,6,1,1,1,0,0,0,1
Murali Vijay,Barinder Sran,7,1,1,1,0,0,0,1
Murali Vijay,Mohit Sharma,3,1,1,1,0,0,0,1
Murali Vijay,Mohit Sharma,6,1,1,1,0,0,0,1
Murugan Ashwin,Harbhajan Singh,1,1,0,0,0,0,0,0
Murugan Ashwin,Ravindra Jadeja,6,1,1,0,0,0,0,0
Mustafizur Rahman,Basil Thampi,1,1,0,0,0,0,0,0
Mustafizur Rahman,Basil Thampi,2,1,1,0,0,0,0,0
Mustafizur Rahman,Basil Thampi,5,1,1,0,0,0,0,0
Naman Ojha,Rashid Khan,1,1,0,0,0,0,0,0
Naman Ojha,Siddarth Kaul,2,1,0,0,0,0,0,0
Naman Ojha,Siddarth Kaul,3,1,1,0,0,0,0,0
Naman Ojha,Siddarth Kaul,6,1,1,0,0,0,0,0
Nitish Rana,Avesh Khan,1,1,0,0,0,0,0,0
Nitish Rana,Avesh Khan,2,1,0,0,0,0,0,0
Nitish Rana,Avesh Khan,3,1,1,0,0,0,0,0
Nitish Rana,Avesh Khan,6,1,1,0,0,1,0,0
Nitish Rana,Ben Cutting,1,1,1,0,0,1,0,0
Nitish Rana,Ben Cutting,3,1,1,0,0,1,0,0
Nitish Rana,Ben Cutting,4,1,1,0,0,1,0,0
Nitish Rana,Ben Laughlin,1,1,1,1,0,1,0,0
Nitish Rana,Ben Laughlin,2,1,1,1,0,1,0,0
Nitish Rana,Ben Laughlin,3,1,2,1,0,1,0,0
Nitish Rana,Ben Laughlin,4,1,2,1,0,1,0,0
Nitish Rana,Ben Laughlin,5,1,2,1,0,1,0,0
Nitish Rana,Ben Laughlin,6,1,1,1,0,1,0,0
Nitish Rana,Ben Stokes,1,1,2,1,0,1,0,0
Nitish Rana,Ben Stokes,3,1,1,1,0,1,0,0
Nitish Rana,Ben Stokes,4,1,1,1,0,1,0,0
Nitish Rana,Ben Stokes,5,1,1,1,0,1,0,0
Nitish Rana,Ben Stokes,6,1,1,1,0,1,0,0
Nitish Rana,Ben Stokes,7,1,2,1,0,1,0,0
Nitish Rana,Bhuvneshwar Kumar,1,1,1,1,0,1,0,0
Nitish Rana,Bhuvneshwar Kumar,5,1,1,1,0,1,0,0
Nitish Rana,Bhuvneshwar Kumar,6,1,1,1,0,1,0,0
Nitish Rana,Billy Stanlake,1,1,1,1,0,1,0,0
Nitish Rana,Billy Stanlake,3,2,1,1,0,1,0,0
Nitish Rana,Billy Stanlake,4,2,1,1,0,1,0,0
Nitish Rana,Billy Stanlake,5,1,1,1,0,1,0,0
Nitish Rana,Billy Stanlake,6,1,1,1,0,1,0,0
Nitish Rana,Carlos Brathwaite,1,1,1,1,0,1,0,0
Nitish Rana,Carlos Brathwaite,2,1,1,1,0,1,0,0
Nitish Rana,Chris Morris,1,1,2,1,0,1,0,1
Nitish Rana,Chris Morris,2,1,2,1,0,1,0,1
Nitish Rana,Chris Morris,3,1,2,1,0,1,0,1
Nitish Rana,Chris Morris,4,1,1,1,0,1,0,1
Nitish Rana,Chris Morris,5,1,1,1,0,1,0,1
Nitish Rana,Chris Morris,6,1,1,1,0,1,0,1
Nitish Rana,Harbhajan Singh,1,1,1,1,0,1,0,1
Nitish Rana,Harbhajan Singh,3,1,1,1,0,1,0,1
Nitish Rana,Harbhajan Singh,4,1,1,1,0,1,0,1
Nitish Rana,Harbhajan Singh,5,1,1,1,0,1,0,1
Nitish Rana,Harbhajan Singh,6,1,1,1,0,1,0,1
Nitish Rana,Hardik Pandya,1,2,1,1,0,1,0,1
Nitish Rana,Hardik Pandya,2,2,1,1,0,1,0,1
Nitish Rana,Hardik Pandya,3,2,1,1,0,1,0,1
Nitish Rana,Hardik Pandya,4,1,1,1,0,1,0,1
Nitish Rana,Hardik Pandya,5,2,1,1,0,1,0,1
Nitish Rana,Hardik Pandya,6,2,1,1,0,1,0,1
Nitish Rana,Ish Sodhi,1,2,1,1,0,1,0,1
Nitish Rana,Ish Sodhi,2,1,1,1,0,1,0,1
Nitish Rana,Ish Sodhi,4,1,1,1,0,1,0,1
Nitish Rana,Ish Sodhi,5,1,1,1,0,1,0,1
Nitish Rana,Ish Sodhi,6,1,1,1,0,1,0,1
Nitish Rana,Jasprit Bumrah,1,2,1,1,0,1,0,1
Nitish Rana,Jasprit Bumrah,2,1,1,1,0,1,0,1
Nitish Rana,Jasprit Bumrah,3,1,1,1,0,1,0,1
Nitish Rana,Jasprit Bumrah,4,1,1,1,0,1,0,1
Nitish Rana,Jasprit Bumrah,5,1,1,1,0,1,0,1
Nitish Rana,Jaydev Unadkat,2,1,1,1,0,1,0,1
Nitish Rana,Jaydev Unadkat,3,1,1,1,0,1,0,1
Nitish Rana,Jaydev Unadkat,4,1,1,1,0,1,0,1
Nitish Rana,Jaydev Unadkat,5,1,1,1,0,1,0,1
Nitish Rana,Jaydev Unadkat,6,1,1,1,0,1,0,1
Nitish Rana,Jofra Archer,1,2,1,1,0,1,0,1
Nitish Rana,Jofra Archer,2,1,1,1,0,1,0,1
Nitish Rana,Jofra Archer,3,2,1,1,0,1,0,1
Nitish Rana,Jofra Archer,4,2,1,1,0,1,0,1
Nitish Rana,Jofra Archer,5,2,1,1,0,1,0,1
Nitish Rana,Jofra Archer,6,2,1,1,0,1,0,1
Nitish Rana,Khaleel Ahmed,1,1,1,1,0,1,0,1
Nitish Rana,Khaleel Ahmed,2,1,1,1,0,1,0,1
Nitish Rana,Khaleel Ahmed,3,1,1,1,0,1,0,1
Nitish Rana,Khaleel Ahmed,4,1,1,1,0,1,0,1
Nitish Rana,Khaleel Ahmed,5,1,1,1,0,1,0,1
Nitish Rana,Khaleel Ahmed,6,1,1,1,0,1,0,1
Nitish Rana,Krishnappa Gowtham,1,1,1,1,0,1,0,1
Nitish Rana,Krishnappa Gowtham,2,1,3,1,0,1,0,1
Nitish Rana,Krishnappa Gowtham,4,1,1,1,0,1,0,1
Nitish Rana,Krishnappa Gowtham,5,1,1,1,0,1,0,1
Nitish Rana,Krunal Pandya,1,1,2,1,0,1,0,1
Nitish Rana,Krunal Pandya,5,1,2,1,0,1,0,1
Nitish Rana,Krunal Pandya,6,1,1,1,0,1,0,1
Nitish Rana,Kulwant Khejroliya,1,1,1,1,0,1,0,1
Nitish Rana,Kulwant Khejroliya,2,1,1,1,0,1,0,1
