match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
7894,1,Mumbai Indians,Chennai Super Kings,19,1,HH Pandya,KH Pandya,M Wood,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,19,2,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,4,0,4,,,
7894,1,Mumbai Indians,Chennai Super Kings,19,3,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,4,0,4,,,
7894,1,Mumbai Indians,Chennai Super Kings,19,4,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,19,5,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,2,0,2,,,
7894,1,Mumbai Indians,Chennai Super Kings,19,6,KH Pandya,HH Pandya,M Wood,0,0,0,0,0,0,6,0,6,,,
7894,1,Mumbai Indians,Chennai Super Kings,20,1,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,1,0,0,1,1,2,,,
7894,1,Mumbai Indians,Chennai Super Kings,20,2,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,20,3,KH Pandya,HH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,1,Mumbai Indians,Chennai Super Kings,20,4,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,0,0,0,0,0,0,,,
7894,1,Mumbai Indians,Chennai Super Kings,20,5,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,0,0,0,2,0,2,,,
7894,1,Mumbai Indians,Chennai Super Kings,20,6,HH Pandya,KH Pandya,Dwayne Bravo,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,1,1,SR Watson,AT Rayudu,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,1,2,SR Watson,AT Rayudu,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,1,3,AT Rayudu,SR Watson,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,1,4,SR Watson,AT Rayudu,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,1,5,AT Rayudu,SR Watson,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,1,6,AT Rayudu,SR Watson,MJ McClenaghan,0,0,0,0,0,0,4,0,4,,,
7894,2,Chennai Super Kings,Mumbai Indians,2,1,SR Watson,AT Rayudu,Mustafizur Rahman,0,0,0,0,0,0,4,0,4,,,
7894,2,Chennai Super Kings,Mumbai Indians,2,2,SR Watson,AT Rayudu,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,2,3,SR Watson,AT Rayudu,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,2,4,SR Watson,AT Rayudu,Mustafizur Rahman,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,2,5,AT Rayudu,SR Watson,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,2,6,AT Rayudu,SR Watson,Mustafizur Rahman,0,0,0,0,0,0,4,0,4,,,
7894,2,Chennai Super Kings,Mumbai Indians,3,1,SR Watson,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,3,2,SR Watson,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,3,3,SR Watson,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,3,4,AT Rayudu,SR Watson,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,3,5,SR Watson,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,3,6,AT Rayudu,SR Watson,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,4,1,SR Watson,AT Rayudu,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,4,2,AT Rayudu,SR Watson,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,4,3,SR Watson,AT Rayudu,HH Pandya,0,0,0,0,0,0,6,0,6,,,
7894,2,Chennai Super Kings,Mumbai Indians,4,4,SR Watson,AT Rayudu,HH Pandya,0,0,0,0,0,0,0,0,0,SR Watson,caught,Evin Lewis
7894,2,Chennai Super Kings,Mumbai Indians,4,5,AT Rayudu,SK Raina,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,4,6,AT Rayudu,SK Raina,HH Pandya,0,0,0,0,0,0,4,0,4,,,
7894,2,Chennai Super Kings,Mumbai Indians,5,1,SK Raina,AT Rayudu,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,5,2,AT Rayudu,SK Raina,MJ McClenaghan,0,0,0,0,0,0,4,0,4,,,
7894,2,Chennai Super Kings,Mumbai Indians,5,3,AT Rayudu,SK Raina,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,5,4,SK Raina,AT Rayudu,MJ McClenaghan,0,0,0,0,0,0,2,0,2,,,
7894,2,Chennai Super Kings,Mumbai Indians,5,5,SK Raina,AT Rayudu,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,5,6,SK Raina,AT Rayudu,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,6,1,AT Rayudu,SK Raina,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,6,2,AT Rayudu,SK Raina,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,6,3,SK Raina,AT Rayudu,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,6,4,AT Rayudu,SK Raina,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,6,5,AT Rayudu,SK Raina,HH Pandya,0,0,0,0,0,0,1,0,1,,,
7894,2,Chennai Super Kings,Mumbai Indians,6,6,SK Raina,AT Rayudu,HH Pandya,0,0,0,0,0,0,0,0,0,SK Raina,caught,KH Pandya
7894,2,Chennai Super Kings,Mumbai Indians,7,1,AT Rayudu,KM Jadhav,Mayank Markande,0,0,0,0,0,0,0,0,0,,,
7894,2,Chennai Super Kings,Mumbai Indians,7,2,AT Rayudu,KM Jadhav,Mayank Markande,0,0,0,0,0,0,0,0,0,,,
